ticket_id,subject,status,product,created_date,linked_incident,customer_id
SUP-0218,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-08-30,,CST-0069
SUP-0219,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2024-07-01,,CST-0069
SUP-0220,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2023-08-28,,CST-0069
SUP-0221,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,AtlasPay,2021-10-20,,CST-0069
SUP-0222,System Error: Cache stampede in atlaspay-portal for metadata queries affecting our operations.,Closed,AtlasPay,2021-08-19,INC-0191,CST-0070
SUP-0223,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2021-10-31,,CST-0070
SUP-0224,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2023-12-25,,CST-0070
SUP-0225,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2025-10-08,,CST-0070
SUP-0226,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2024-06-14,,CST-0070
SUP-0227,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2023-12-07,,CST-0071
SUP-0228,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2025-08-05,,CST-0072
SUP-0229,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,InsightCRM,2025-03-14,,CST-0072
SUP-0230,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2024-06-25,,CST-0072
SUP-0231,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2021-09-29,,CST-0073
SUP-0232,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,AtlasPay,2023-05-23,,CST-0074
SUP-0233,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2022-05-18,,CST-0074
SUP-0234,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2022-08-03,,CST-0074
SUP-0235,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2024-01-26,,CST-0075
SUP-0236,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2024-12-30,,CST-0075
SUP-0237,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2022-11-15,,CST-0075
SUP-0238,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2021-11-01,,CST-0075
SUP-0239,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2023-10-04,,CST-0076
SUP-0240,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2022-03-12,,CST-0077
SUP-0241,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,CloudSync,2024-06-20,,CST-0077
SUP-0242,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2021-08-05,,CST-0077
SUP-0243,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Open,CloudSync,2025-06-22,,CST-0077
SUP-0244,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2024-10-31,,CST-0077
SUP-0245,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,InsightCRM,2025-03-09,,CST-0078
SUP-0246,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2025-06-14,,CST-0078
SUP-0247,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2024-02-22,,CST-0078
SUP-0248,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2025-10-20,,CST-0078
SUP-0249,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2021-07-24,,CST-0078
SUP-0250,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,InsightCRM,2023-03-18,,CST-0079
SUP-0251,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2024-11-11,,CST-0080
SUP-0252,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2022-05-23,,CST-0081
SUP-0253,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2021-12-15,,CST-0081
SUP-0254,System Error: Routing loop in Istio service mesh for insightcrm-analytics affecting our operations.,Closed,InsightCRM,2021-12-28,INC-0320,CST-0081
SUP-0255,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2022-07-02,,CST-0082
SUP-0256,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2025-12-26,,CST-0082
SUP-0257,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2023-02-23,,CST-0082
SUP-0258,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,InsightCRM,2022-02-17,,CST-0082
SUP-0259,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2025-08-15,,CST-0083
SUP-0260,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2025-12-01,,CST-0084
SUP-0261,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2023-06-09,,CST-0085
SUP-0262,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2021-06-02,,CST-0086
SUP-0263,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2021-01-24,,CST-0086
SUP-0264,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,InsightCRM,2024-12-05,,CST-0087
SUP-0265,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2024-12-19,,CST-0087
SUP-0266,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,InsightCRM,2025-01-12,,CST-0087
SUP-0267,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,NovaCommerce,2025-12-28,,CST-0087
SUP-0268,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-06-22,,CST-0087
SUP-0269,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2022-03-20,,CST-0088
SUP-0270,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-08-15,,CST-0088
SUP-0271,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2021-09-16,,CST-0088
SUP-0272,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2023-09-20,,CST-0089
SUP-0273,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2021-01-02,,CST-0090
SUP-0274,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2025-01-27,,CST-0091
SUP-0275,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2024-05-22,,CST-0091
SUP-0276,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2025-05-03,,CST-0091
SUP-0277,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,VisionAI,2023-10-11,,CST-0091
SUP-0278,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2023-01-29,,CST-0091
SUP-0279,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,AtlasPay,2024-08-23,,CST-0092
SUP-0280,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,AtlasPay,2022-12-14,,CST-0092
SUP-0281,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2024-07-22,,CST-0092
SUP-0282,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Open,AtlasPay,2023-05-22,,CST-0092
SUP-0283,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Open,InsightCRM,2022-02-09,,CST-0093
SUP-0284,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,VisionAI,2025-02-19,,CST-0093
SUP-0285,System Error: Out of memory (OOM) crash in visionai-training pod during batch processing affecting our operations.,Closed,VisionAI,2021-05-15,INC-0120,CST-0093
SUP-0286,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2023-04-02,,CST-0094
SUP-0287,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,VisionAI,2024-04-16,,CST-0094
SUP-0288,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2021-05-12,,CST-0094
SUP-0289,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-12-28,,CST-0095
SUP-0290,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2023-05-24,,CST-0095
SUP-0291,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2021-03-03,,CST-0095
SUP-0292,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2023-02-12,,CST-0095
SUP-0293,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2021-11-24,,CST-0095
SUP-0294,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2025-03-05,,CST-0096
SUP-0295,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2021-11-13,,CST-0096
SUP-0296,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2022-01-30,,CST-0097
SUP-0297,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2024-07-04,,CST-0097
SUP-0298,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-10-18,,CST-0097
SUP-0299,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2025-06-13,,CST-0098
SUP-0300,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Open,InsightCRM,2024-03-26,,CST-0099
SUP-0301,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2021-10-11,,CST-0099
SUP-0302,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2021-07-19,,CST-0099
SUP-0303,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,CloudSync,2024-07-19,,CST-0100
SUP-0304,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2022-02-06,,CST-0101
SUP-0305,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2023-05-06,,CST-0101
SUP-0306,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Open,CloudSync,2025-03-20,,CST-0101
SUP-0307,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2025-03-21,,CST-0101
SUP-0308,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,NovaCommerce,2022-01-28,,CST-0101
SUP-0309,The search filter in NovaCommerce is returning incorrect inventory counts.,Open,NovaCommerce,2022-12-25,,CST-0102
SUP-0310,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,CloudSync,2021-09-25,,CST-0102
SUP-0311,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2021-08-03,,CST-0102
SUP-0312,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2022-03-19,,CST-0103
SUP-0313,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Open,FusionERP,2025-07-18,,CST-0103
SUP-0314,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,InsightCRM,2024-08-01,,CST-0104
SUP-0315,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2023-04-20,,CST-0104
SUP-0316,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2022-11-21,,CST-0105
SUP-0317,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,FusionERP,2023-08-11,,CST-0105
SUP-0318,The search filter in NovaCommerce is returning incorrect inventory counts.,Open,FusionERP,2022-05-08,,CST-0105
SUP-0319,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2022-02-03,,CST-0105
SUP-0320,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2024-07-21,,CST-0105
SUP-0321,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2025-05-25,,CST-0106
SUP-0322,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Open,AtlasPay,2025-08-05,,CST-0106
SUP-0323,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2022-07-29,,CST-0106
SUP-0324,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,InsightCRM,2023-05-29,,CST-0106
SUP-0325,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,InsightCRM,2022-06-15,,CST-0106
SUP-0326,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2022-12-29,,CST-0107
SUP-0327,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2025-08-09,,CST-0107
SUP-0328,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2021-02-09,,CST-0108
SUP-0329,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2023-06-07,,CST-0109
SUP-0330,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2023-11-18,,CST-0109
SUP-0331,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2022-12-02,,CST-0109
SUP-0332,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2023-03-03,,CST-0109
SUP-0333,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2021-01-21,,CST-0110
SUP-0334,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2021-12-15,,CST-0110
SUP-0335,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2025-09-03,,CST-0110
SUP-0336,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2023-11-02,,CST-0110
SUP-0337,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2022-09-15,,CST-0110
SUP-0338,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2022-09-13,,CST-0111
SUP-0339,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2022-06-10,,CST-0111
SUP-0340,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2022-12-23,,CST-0111
SUP-0341,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2025-04-23,,CST-0111
SUP-0342,System Error: Unoptimized query on novacommerce-cart database after release affecting our operations.,Closed,NovaCommerce,2021-05-09,INC-0114,CST-0112
SUP-0343,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2022-04-06,,CST-0112
SUP-0344,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,CloudSync,2024-02-23,,CST-0112
SUP-0345,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2023-03-02,,CST-0112
SUP-0346,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2024-03-15,,CST-0113
SUP-0347,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2023-05-16,,CST-0113
SUP-0348,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2025-11-08,,CST-0113
SUP-0349,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2024-03-20,,CST-0114
SUP-0350,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,InsightCRM,2022-05-13,,CST-0114
SUP-0351,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2022-11-10,,CST-0114
SUP-0352,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2021-07-26,,CST-0115
SUP-0353,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2024-04-18,,CST-0115
SUP-0354,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2022-06-27,,CST-0115
SUP-0355,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2022-10-18,,CST-0115
SUP-0356,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,FusionERP,2025-04-10,,CST-0116
SUP-0357,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2021-12-25,,CST-0116
SUP-0358,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2023-07-17,,CST-0116
SUP-0359,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2025-02-22,,CST-0116
SUP-0360,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2021-08-19,,CST-0116
SUP-0361,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2024-01-16,,CST-0117
SUP-0362,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2021-12-21,,CST-0117
SUP-0363,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,NovaCommerce,2023-09-21,,CST-0117
SUP-0364,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,NovaCommerce,2022-03-31,,CST-0117
SUP-0365,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2021-08-06,,CST-0118
SUP-0366,System Error: Cache stampede in cloudsync-daemon for metadata queries affecting our operations.,Closed,CloudSync,2021-10-18,INC-0247,CST-0118
SUP-0367,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2023-06-24,,CST-0118
SUP-0368,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2023-10-01,,CST-0118
SUP-0369,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2021-06-09,,CST-0119
SUP-0370,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2024-06-05,,CST-0119
SUP-0371,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,CloudSync,2023-02-28,,CST-0120
SUP-0372,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2023-10-20,,CST-0120
SUP-0373,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2022-05-26,,CST-0121
SUP-0374,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2021-06-24,,CST-0122
SUP-0375,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2023-06-15,,CST-0122
SUP-0376,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2023-09-26,,CST-0122
SUP-0377,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2022-07-09,,CST-0122
SUP-0378,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2025-10-20,,CST-0122
SUP-0379,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2025-12-21,,CST-0123
SUP-0380,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2021-12-11,,CST-0123
SUP-0381,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2023-08-26,,CST-0123
SUP-0382,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2024-10-11,,CST-0123
SUP-0383,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2025-02-20,,CST-0123
SUP-0384,The search filter in NovaCommerce is returning incorrect inventory counts.,Open,VisionAI,2023-10-05,,CST-0124
SUP-0385,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Open,FusionERP,2021-10-30,,CST-0124
SUP-0386,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2021-07-18,,CST-0124
SUP-0387,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2022-03-30,,CST-0125
SUP-0388,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2024-06-22,,CST-0125
SUP-0389,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2025-10-22,,CST-0126
SUP-0390,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Open,AtlasPay,2021-09-20,,CST-0127
SUP-0391,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,AtlasPay,2023-07-01,,CST-0127
SUP-0392,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2021-02-12,,CST-0127
SUP-0393,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2022-03-25,,CST-0128
SUP-0394,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2024-03-22,,CST-0128
SUP-0395,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,CloudSync,2025-01-23,,CST-0129
SUP-0396,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,CloudSync,2021-02-19,,CST-0129
SUP-0397,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2024-05-18,,CST-0130
SUP-0398,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2023-06-01,,CST-0130
SUP-0399,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2023-09-15,,CST-0130
SUP-0400,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Open,FusionERP,2024-08-03,,CST-0130
SUP-0401,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2025-01-20,,CST-0131
SUP-0402,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2024-08-17,,CST-0131
SUP-0403,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,NovaCommerce,2021-02-28,,CST-0132
SUP-0404,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2024-04-11,,CST-0132
SUP-0405,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2023-01-01,,CST-0132
SUP-0406,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,InsightCRM,2021-12-15,,CST-0132
SUP-0407,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2021-03-13,,CST-0133
SUP-0408,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2023-04-08,,CST-0133
SUP-0409,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2024-09-11,,CST-0133
SUP-0410,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2023-11-06,,CST-0133
SUP-0411,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,NovaCommerce,2022-08-06,,CST-0133
SUP-0412,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2022-05-30,,CST-0134
SUP-0413,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,VisionAI,2025-07-12,,CST-0134
SUP-0414,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2025-05-23,,CST-0134
SUP-0415,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,AtlasPay,2021-08-18,,CST-0135
SUP-0416,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2021-05-16,,CST-0135
SUP-0417,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Open,FusionERP,2021-10-17,,CST-0135
SUP-0418,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2024-12-20,,CST-0136
SUP-0419,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-02-16,,CST-0136
SUP-0420,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Open,CloudSync,2023-04-12,,CST-0136
SUP-0421,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2025-02-20,,CST-0137
SUP-0422,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2023-07-06,,CST-0137
SUP-0423,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,CloudSync,2022-03-03,,CST-0137
SUP-0424,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,AtlasPay,2024-01-13,,CST-0137
SUP-0425,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2025-01-10,,CST-0137
SUP-0426,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2022-08-02,,CST-0138
SUP-0427,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,AtlasPay,2025-11-04,,CST-0139
SUP-0428,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2023-09-09,,CST-0139
SUP-0429,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2022-06-26,,CST-0139
SUP-0430,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Open,VisionAI,2021-09-01,,CST-0140
SUP-0431,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2022-03-17,,CST-0140
SUP-0432,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2025-07-06,,CST-0140
