request_id,title,status,product,created_date,linked_jira,customer_id
FTR-0223,Request: Implement Memcached backend service in insightcrm-analytics,Implemented,InsightCRM,2024-06-17,IA9-34,CST-0110
FTR-0224,Request: Implement React / Next.js backend service in novacommerce-api,Implemented,NovaCommerce,2025-10-05,NA0-14,CST-0111
FTR-0225,Request: Implement pagination for bulk queries in novacommerce-api controller,Under Review,NovaCommerce,2023-04-21,NA0-92,CST-0112
FTR-0226,Request: Implement RabbitMQ backend service in cloudsync-storage,Implemented,CloudSync,2021-10-24,CS11-30,CST-0112
FTR-0227,Request: Refactor API request validation for visionai-inference,Implemented,VisionAI,2025-01-30,VI13-144,CST-0113
FTR-0228,Request: Implement Angular backend service in visionai-training,Implemented,VisionAI,2022-08-18,VT14-32,CST-0113
FTR-0229,Request: Optimize user session timeouts in insightcrm-analytics,Implemented,InsightCRM,2025-03-20,IA9-138,CST-0113
FTR-0230,Request: Refactor API request validation for insightcrm-api,Implemented,InsightCRM,2022-11-30,IA7-146,CST-0114
FTR-0231,Request: Refactor API request validation for insightcrm-ui,Implemented,InsightCRM,2023-11-16,IU8-171,CST-0114
FTR-0232,Request: Implement pagination for bulk queries in novacommerce-checkout controller,Under Review,NovaCommerce,2024-09-11,NC3-161,CST-0114
FTR-0233,Request: Implement Kubernetes backend service in cloudsync-daemon,Implemented,CloudSync,2022-03-05,CD10-19,CST-0115
FTR-0234,Request: Epic: Adopt MongoDB for cloudsync-storage database storage,Implemented,CloudSync,2024-03-13,CS11-39,CST-0115
FTR-0235,Request: Implement Vue.js backend service in cloudsync-storage,Implemented,CloudSync,2025-12-05,CS11-7,CST-0115
FTR-0236,Request: Integrate metrics reporting client in visionai-inference,Implemented,VisionAI,2023-06-20,VI13-147,CST-0116
FTR-0237,Request: Implement pagination for bulk queries in fusionerp-frontend controller,Implemented,FusionERP,2025-04-11,FF18-192,CST-0116
FTR-0238,Request: Epic: Adopt Cassandra for visionai-inference database storage,Implemented,VisionAI,2024-01-30,VI13-9,CST-0116
FTR-0239,Request: Integrate metrics reporting client in insightcrm-ui,Implemented,InsightCRM,2021-08-14,IU8-147,CST-0117
FTR-0240,Request: Implement PostgreSQL backend service in cloudsync-daemon,Implemented,CloudSync,2021-06-24,CD10-39,CST-0118
FTR-0241,Request: Integrate metrics reporting client in cloudsync-storage,Under Review,CloudSync,2023-10-11,CS11-183,CST-0118
FTR-0242,Request: Refactor API request validation for insightcrm-ui,Implemented,InsightCRM,2025-05-29,IU8-78,CST-0119
FTR-0243,Request: Refactor API request validation for visionai-inference,Implemented,VisionAI,2022-12-12,VI13-88,CST-0119
FTR-0244,Request: Refactor API request validation for cloudsync-daemon,Implemented,CloudSync,2022-10-21,CD10-163,CST-0120
FTR-0245,Request: Epic: Adopt DynamoDB for visionai-training database storage,Implemented,VisionAI,2023-09-01,VT14-14,CST-0121
FTR-0246,Request: Implement pagination for bulk queries in visionai-inference controller,Implemented,VisionAI,2023-05-13,VI13-172,CST-0122
FTR-0247,Request: Implement Kubernetes backend service in visionai-inference,Implemented,VisionAI,2023-04-12,VI13-25,CST-0122
FTR-0248,Request: Refactor API request validation for novacommerce-checkout,Implemented,NovaCommerce,2024-02-03,NC3-188,CST-0123
FTR-0249,Request: Add feature request endpoint to fusionerp-core,Implemented,FusionERP,2024-07-02,FC16-52,CST-0123
FTR-0250,Request: Refactor API request validation for visionai-training,Implemented,VisionAI,2022-01-04,VT14-159,CST-0124
FTR-0251,Request: Implement Redis backend service in insightcrm-api,Implemented,InsightCRM,2023-02-24,IA7-24,CST-0125
FTR-0252,Request: Epic: Implement Memcached cache layer for fusionerp-payroll,Implemented,FusionERP,2025-07-11,FP17-33,CST-0126
FTR-0253,Request: Optimize user session timeouts in insightcrm-analytics,Under Review,InsightCRM,2025-11-27,IA9-162,CST-0127
FTR-0254,Request: Refactor API request validation for atlaspay-ledger,Under Review,AtlasPay,2025-05-16,AL5-87,CST-0127
FTR-0255,Request: Optimize user session timeouts in novacommerce-ui,Under Review,NovaCommerce,2021-05-16,NU1-86,CST-0128
FTR-0256,Request: Epic: Introduce NATS for decoupled communications in cloudsync-desktop,Implemented,CloudSync,2021-03-04,CD12-18,CST-0129
FTR-0257,Request: Epic: Introduce NATS for decoupled communications in cloudsync-daemon,Implemented,CloudSync,2022-10-31,CD10-35,CST-0129
FTR-0258,Request: Epic: Use Nomad to deploy cloudsync-desktop to AWS,Under Review,CloudSync,2021-07-12,CD12-48,CST-0129
FTR-0259,Request: Implement Memcached backend service in atlaspay-gateway,Implemented,AtlasPay,2023-08-05,AG4-40,CST-0130
FTR-0260,Request: Integrate metrics reporting client in visionai-inference,Implemented,VisionAI,2025-09-06,VI13-175,CST-0131
FTR-0261,Request: Implement pagination for bulk queries in novacommerce-cart controller,Implemented,NovaCommerce,2021-04-07,NC2-102,CST-0131
FTR-0262,Request: Integrate metrics reporting client in novacommerce-cart,Under Review,NovaCommerce,2025-08-12,NC2-129,CST-0132
FTR-0263,Request: Integrate metrics reporting client in novacommerce-cart,Implemented,NovaCommerce,2021-06-12,NC2-186,CST-0133
FTR-0264,Request: Integrate metrics reporting client in novacommerce-ui,Implemented,NovaCommerce,2024-01-11,NU1-80,CST-0133
FTR-0265,Request: Integrate metrics reporting client in novacommerce-ui,Implemented,NovaCommerce,2021-08-10,NU1-183,CST-0133
FTR-0266,Request: Refactor API request validation for visionai-inference,Implemented,VisionAI,2022-01-18,VI13-92,CST-0134
FTR-0267,Request: Epic: Introduce Kafka for decoupled communications in atlaspay-ledger,Implemented,AtlasPay,2024-05-21,AL5-39,CST-0135
FTR-0268,Request: Implement pagination for bulk queries in insightcrm-api controller,Implemented,InsightCRM,2024-12-27,IA7-157,CST-0135
FTR-0269,Request: Implement pagination for bulk queries in insightcrm-ui controller,Implemented,InsightCRM,2021-01-11,IU8-208,CST-0136
FTR-0270,Request: Implement Angular backend service in atlaspay-gateway,Implemented,AtlasPay,2023-02-11,AG4-37,CST-0136
FTR-0271,Request: Add feature request endpoint to cloudsync-daemon,Implemented,CloudSync,2023-05-27,CD10-170,CST-0137
FTR-0272,Request: Implement AWS SQS backend service in visionai-pipeline,Under Review,VisionAI,2023-11-19,VP15-45,CST-0138
FTR-0273,Request: Implement pagination for bulk queries in visionai-inference controller,Implemented,VisionAI,2023-05-22,VI13-172,CST-0138
FTR-0274,Request: Implement Svelte backend service in atlaspay-ledger,Implemented,AtlasPay,2021-01-16,AL5-11,CST-0139
FTR-0275,Request: Epic: Use Kubernetes to deploy atlaspay-ledger to AWS,Under Review,AtlasPay,2025-05-18,AL5-5,CST-0139
FTR-0276,Request: Refactor API request validation for visionai-pipeline,Implemented,VisionAI,2024-02-24,VP15-82,CST-0140
FTR-0277,Request: Optimize user session timeouts in visionai-inference,Implemented,VisionAI,2025-04-30,VI13-202,CST-0140
FTR-0278,Request: Integrate metrics reporting client in visionai-pipeline,Implemented,VisionAI,2021-06-16,VP15-146,CST-0140
FTR-0279,Request: Optimize user session timeouts in insightcrm-api,Implemented,InsightCRM,2025-10-12,IA7-104,CST-0141
FTR-0280,Request: Add feature request endpoint to atlaspay-ledger,Implemented,AtlasPay,2022-11-28,AL5-84,CST-0142
FTR-0281,Request: Refactor API request validation for novacommerce-ui,Implemented,NovaCommerce,2021-03-17,NU1-121,CST-0142
FTR-0282,Request: Implement Kubernetes backend service in atlaspay-gateway,Implemented,AtlasPay,2022-10-03,AG4-44,CST-0142
FTR-0283,Request: Integrate metrics reporting client in visionai-inference,Under Review,VisionAI,2025-03-30,VI13-142,CST-0143
FTR-0284,Request: Add feature request endpoint to visionai-inference,Under Review,VisionAI,2021-03-11,VI13-103,CST-0143
FTR-0285,Request: Implement pagination for bulk queries in insightcrm-ui controller,Under Review,InsightCRM,2024-06-28,IU8-189,CST-0144
FTR-0286,Request: Implement AWS ECS backend service in insightcrm-ui,Implemented,InsightCRM,2022-09-07,IU8-44,CST-0144
FTR-0287,Request: Optimize user session timeouts in insightcrm-ui,Implemented,InsightCRM,2021-07-09,IU8-79,CST-0144
FTR-0288,Request: Add feature request endpoint to atlaspay-ledger,Implemented,AtlasPay,2022-07-18,AL5-125,CST-0145
FTR-0289,Request: Refactor API request validation for insightcrm-analytics,Under Review,InsightCRM,2021-06-01,IA9-93,CST-0145
FTR-0290,Request: Implement Memcached backend service in atlaspay-portal,Implemented,AtlasPay,2021-01-22,AP6-71,CST-0145
FTR-0291,Request: Integrate metrics reporting client in novacommerce-checkout,Implemented,NovaCommerce,2025-02-24,NC3-72,CST-0146
FTR-0292,Request: Optimize user session timeouts in insightcrm-analytics,Under Review,InsightCRM,2024-05-18,IA9-141,CST-0147
FTR-0293,Request: Epic: Use Kubernetes to deploy visionai-inference to AWS,Implemented,VisionAI,2023-02-25,VI13-56,CST-0148
FTR-0294,Request: Implement MongoDB backend service in insightcrm-ui,Implemented,InsightCRM,2022-01-19,IU8-18,CST-0148
FTR-0295,Request: Add feature request endpoint to insightcrm-api,Implemented,InsightCRM,2023-10-06,IA7-186,CST-0149
FTR-0296,Request: Epic: Introduce RabbitMQ for decoupled communications in insightcrm-analytics,Implemented,InsightCRM,2023-10-19,IA9-44,CST-0149
FTR-0297,Request: Implement Nomad backend service in insightcrm-ui,Implemented,InsightCRM,2025-06-06,IU8-41,CST-0149
FTR-0298,Request: Implement Svelte backend service in fusionerp-payroll,Implemented,FusionERP,2021-07-24,FP17-20,CST-0150
FTR-0299,Request: Implement pagination for bulk queries in fusionerp-core controller,Implemented,FusionERP,2021-09-08,FC16-106,CST-0151
FTR-0300,Request: Optimize user session timeouts in novacommerce-ui,Implemented,NovaCommerce,2021-06-25,NU1-145,CST-0151
FTR-0301,Request: Implement Redis backend service in fusionerp-frontend,Implemented,FusionERP,2021-06-19,FF18-38,CST-0151
FTR-0302,Request: Integrate metrics reporting client in fusionerp-core,Implemented,FusionERP,2021-09-09,FC16-103,CST-0152
FTR-0303,Request: Refactor API request validation for cloudsync-daemon,Implemented,CloudSync,2022-02-04,CD10-177,CST-0153
FTR-0304,Request: Epic: Adopt MongoDB for cloudsync-storage database storage,Implemented,CloudSync,2021-04-20,CS11-18,CST-0153
FTR-0305,Request: Optimize user session timeouts in atlaspay-ledger,Implemented,AtlasPay,2022-02-02,AL5-99,CST-0154
FTR-0306,Request: Refactor API request validation for insightcrm-ui,Implemented,InsightCRM,2024-01-15,IU8-95,CST-0155
FTR-0307,Request: Implement Redis backend service in cloudsync-daemon,Implemented,CloudSync,2024-03-16,CD10-10,CST-0156
FTR-0308,Request: Add feature request endpoint to cloudsync-desktop,Implemented,CloudSync,2024-10-22,CD12-194,CST-0156
FTR-0309,Request: Implement pagination for bulk queries in cloudsync-storage controller,Implemented,CloudSync,2022-05-20,CS11-131,CST-0156
FTR-0310,Request: Integrate metrics reporting client in cloudsync-storage,Implemented,CloudSync,2023-12-24,CS11-174,CST-0157
FTR-0311,Request: Implement Kubernetes backend service in fusionerp-frontend,Implemented,FusionERP,2023-10-26,FF18-45,CST-0157
FTR-0312,Request: Epic: Implement Redis cache layer for atlaspay-portal,Implemented,AtlasPay,2022-08-16,AP6-34,CST-0158
FTR-0313,Request: Implement pagination for bulk queries in novacommerce-ui controller,Implemented,NovaCommerce,2022-09-03,NU1-153,CST-0159
FTR-0314,Request: Implement pagination for bulk queries in novacommerce-checkout controller,Implemented,NovaCommerce,2021-02-16,NC3-177,CST-0159
FTR-0315,Request: Add feature request endpoint to fusionerp-core,Under Review,FusionERP,2024-11-01,FC16-72,CST-0160
FTR-0316,Request: Epic: Use AWS ECS to deploy fusionerp-payroll to AWS,Implemented,FusionERP,2024-01-02,FP17-45,CST-0160
FTR-0317,Request: Implement pagination for bulk queries in fusionerp-frontend controller,Implemented,FusionERP,2023-07-24,FF18-158,CST-0160
FTR-0318,Request: Add feature request endpoint to fusionerp-frontend,Implemented,FusionERP,2025-01-02,FF18-179,CST-0161
FTR-0319,Request: Refactor API request validation for atlaspay-portal,Implemented,AtlasPay,2023-10-21,AP6-178,CST-0161
FTR-0320,Request: Optimize user session timeouts in fusionerp-payroll,Under Review,FusionERP,2024-05-30,FP17-186,CST-0162
FTR-0321,Request: Refactor API request validation for visionai-inference,Implemented,VisionAI,2023-05-29,VI13-177,CST-0162
FTR-0322,Request: Add feature request endpoint to visionai-pipeline,Under Review,VisionAI,2023-07-13,VP15-104,CST-0162
FTR-0323,Request: Refactor API request validation for visionai-pipeline,Under Review,VisionAI,2022-05-11,VP15-123,CST-0163
FTR-0324,Request: Integrate metrics reporting client in fusionerp-core,Under Review,FusionERP,2023-08-07,FC16-71,CST-0164
FTR-0325,Request: Epic: Adopt MySQL for novacommerce-api database storage,Implemented,NovaCommerce,2021-03-26,NA0-34,CST-0164
FTR-0326,Request: Integrate metrics reporting client in novacommerce-cart,Implemented,NovaCommerce,2021-03-01,NC2-179,CST-0165
FTR-0327,Request: Refactor API request validation for fusionerp-frontend,Implemented,FusionERP,2021-01-22,FF18-164,CST-0165
FTR-0328,Request: Refactor API request validation for fusionerp-core,Under Review,FusionERP,2022-03-22,FC16-44,CST-0165
FTR-0329,Request: Implement Kubernetes backend service in atlaspay-gateway,Implemented,AtlasPay,2024-01-12,AG4-44,CST-0166
FTR-0330,Request: Implement pagination for bulk queries in cloudsync-storage controller,Implemented,CloudSync,2021-03-12,CS11-156,CST-0166
FTR-0331,Request: Implement Angular backend service in atlaspay-gateway,Implemented,AtlasPay,2022-05-27,AG4-57,CST-0166
FTR-0332,Request: Add feature request endpoint to insightcrm-ui,Implemented,InsightCRM,2022-02-07,IU8-146,CST-0167
FTR-0333,Request: Refactor API request validation for insightcrm-api,Implemented,InsightCRM,2021-09-06,IA7-103,CST-0167
FTR-0334,Request: Epic: Implement Redis cache layer for insightcrm-api,Implemented,InsightCRM,2025-10-12,IA7-31,CST-0167
FTR-0335,Request: Epic: Migrate visionai-pipeline frontend architecture to Svelte,Implemented,VisionAI,2025-11-05,VP15-52,CST-0168
FTR-0336,Request: Integrate metrics reporting client in visionai-training,Implemented,VisionAI,2023-04-08,VT14-126,CST-0168
FTR-0337,Request: Implement pagination for bulk queries in visionai-pipeline controller,Implemented,VisionAI,2024-11-02,VP15-59,CST-0168
FTR-0338,Request: Integrate metrics reporting client in novacommerce-api,Implemented,NovaCommerce,2025-06-06,NA0-51,CST-0169
FTR-0339,Request: Implement DynamoDB backend service in novacommerce-ui,Implemented,NovaCommerce,2022-08-27,NU1-26,CST-0169
FTR-0340,Request: Optimize user session timeouts in novacommerce-api,Implemented,NovaCommerce,2022-11-01,NA0-119,CST-0169
FTR-0341,Request: Optimize user session timeouts in visionai-pipeline,Implemented,VisionAI,2021-10-18,VP15-118,CST-0170
FTR-0342,Request: Implement Kubernetes backend service in visionai-inference,Implemented,VisionAI,2024-09-23,VI13-25,CST-0170
FTR-0343,Request: Refactor API request validation for cloudsync-storage,Under Review,CloudSync,2024-06-07,CS11-115,CST-0171
FTR-0344,Request: Integrate metrics reporting client in cloudsync-desktop,Implemented,CloudSync,2022-06-29,CD12-74,CST-0171
FTR-0345,Request: Epic: Implement Memcached cache layer for novacommerce-ui,Under Review,NovaCommerce,2023-12-31,NU1-62,CST-0172
FTR-0346,Request: Optimize user session timeouts in visionai-inference,Implemented,VisionAI,2021-11-03,VI13-180,CST-0172
FTR-0347,Request: Implement NATS backend service in fusionerp-core,Implemented,FusionERP,2021-02-16,FC16-30,CST-0172
FTR-0348,Request: Epic: Implement Redis cache layer for visionai-inference,Under Review,VisionAI,2021-03-01,VI13-36,CST-0173
FTR-0349,Request: Implement pagination for bulk queries in insightcrm-ui controller,Implemented,InsightCRM,2022-09-20,IU8-135,CST-0174
FTR-0350,Request: Integrate metrics reporting client in atlaspay-portal,Under Review,AtlasPay,2021-03-31,AP6-90,CST-0175
FTR-0351,Request: Integrate metrics reporting client in insightcrm-ui,Implemented,InsightCRM,2023-08-15,IU8-180,CST-0176
FTR-0352,Request: Implement Redis backend service in cloudsync-daemon,Implemented,CloudSync,2024-04-29,CD10-57,CST-0176
FTR-0353,Request: Refactor API request validation for fusionerp-payroll,Implemented,FusionERP,2021-03-18,FP17-195,CST-0177
FTR-0354,Request: Epic: Migrate visionai-pipeline frontend architecture to Svelte,Implemented,VisionAI,2023-07-16,VP15-52,CST-0177
FTR-0355,Request: Implement pagination for bulk queries in visionai-pipeline controller,Implemented,VisionAI,2025-01-09,VP15-94,CST-0177
FTR-0356,Request: Implement pagination for bulk queries in cloudsync-desktop controller,Implemented,CloudSync,2023-04-12,CD12-114,CST-0178
FTR-0357,Request: Integrate metrics reporting client in cloudsync-storage,Implemented,CloudSync,2022-08-02,CS11-137,CST-0178
FTR-0358,Request: Refactor API request validation for novacommerce-ui,Implemented,NovaCommerce,2024-08-08,NU1-121,CST-0179
FTR-0359,Request: Integrate metrics reporting client in visionai-inference,Under Review,VisionAI,2021-08-08,VI13-97,CST-0179
FTR-0360,Request: Epic: Migrate visionai-inference frontend architecture to Vue.js,Implemented,VisionAI,2021-08-16,VI13-66,CST-0180
FTR-0361,Request: Implement pagination for bulk queries in insightcrm-ui controller,Under Review,InsightCRM,2022-11-27,IU8-96,CST-0181
FTR-0362,Request: Implement Svelte backend service in novacommerce-checkout,Implemented,NovaCommerce,2021-11-04,NC3-39,CST-0182
FTR-0363,Request: Implement pagination for bulk queries in novacommerce-checkout controller,Under Review,NovaCommerce,2021-11-16,NC3-183,CST-0182
FTR-0364,Request: Implement pagination for bulk queries in fusionerp-core controller,Implemented,FusionERP,2024-01-16,FC16-144,CST-0183
FTR-0365,Request: Implement pagination for bulk queries in fusionerp-frontend controller,Implemented,FusionERP,2021-02-19,FF18-167,CST-0183
FTR-0366,Request: Optimize user session timeouts in novacommerce-ui,Under Review,NovaCommerce,2025-12-03,NU1-86,CST-0184
FTR-0367,Request: Epic: Migrate atlaspay-gateway frontend architecture to Vue.js,Implemented,AtlasPay,2021-04-08,AG4-48,CST-0184
FTR-0368,Request: Implement pagination for bulk queries in novacommerce-api controller,Implemented,NovaCommerce,2023-10-25,NA0-91,CST-0184
FTR-0369,Request: Integrate metrics reporting client in fusionerp-core,Implemented,FusionERP,2024-07-23,FC16-47,CST-0185
FTR-0370,Request: Integrate metrics reporting client in fusionerp-core,Implemented,FusionERP,2022-03-15,FC16-47,CST-0185
FTR-0371,Request: Integrate metrics reporting client in fusionerp-frontend,Implemented,FusionERP,2024-04-28,FF18-84,CST-0185
FTR-0372,Request: Optimize user session timeouts in cloudsync-desktop,Implemented,CloudSync,2024-08-21,CD12-68,CST-0186
FTR-0373,Request: Epic: Implement Redis cache layer for visionai-training,Implemented,VisionAI,2021-12-15,VT14-22,CST-0187
FTR-0374,Request: Integrate metrics reporting client in visionai-pipeline,Implemented,VisionAI,2022-01-20,VP15-159,CST-0187
FTR-0375,Request: Integrate metrics reporting client in visionai-inference,Implemented,VisionAI,2024-10-04,VI13-146,CST-0187
FTR-0376,Request: Add feature request endpoint to novacommerce-cart,Implemented,NovaCommerce,2021-05-16,NC2-169,CST-0188
FTR-0377,Request: Implement React / Next.js backend service in novacommerce-api,Implemented,NovaCommerce,2022-03-18,NA0-38,CST-0188
FTR-0378,Request: Implement pagination for bulk queries in novacommerce-ui controller,Implemented,NovaCommerce,2023-02-13,NU1-104,CST-0189
FTR-0379,Request: Implement Nomad backend service in novacommerce-cart,Implemented,NovaCommerce,2022-11-13,NC2-12,CST-0189
FTR-0380,Request: Implement Angular backend service in visionai-training,Implemented,VisionAI,2023-08-19,VT14-32,CST-0190
FTR-0381,Request: Implement Kubernetes backend service in atlaspay-ledger,Implemented,AtlasPay,2025-02-02,AL5-17,CST-0191
FTR-0382,Request: Epic: Migrate atlaspay-gateway frontend architecture to Vue.js,Implemented,AtlasPay,2025-07-29,AG4-48,CST-0191
FTR-0383,Request: Refactor API request validation for cloudsync-storage,Implemented,CloudSync,2023-08-03,CS11-88,CST-0192
FTR-0384,Request: Refactor API request validation for novacommerce-api,Implemented,NovaCommerce,2022-01-31,NA0-46,CST-0193
FTR-0385,Request: Epic: Adopt MongoDB for cloudsync-storage database storage,Implemented,CloudSync,2024-05-19,CS11-67,CST-0194
FTR-0386,Request: Epic: Use AWS ECS to deploy cloudsync-storage to AWS,Implemented,CloudSync,2022-12-16,CS11-15,CST-0194
FTR-0387,Request: Integrate metrics reporting client in novacommerce-checkout,Implemented,NovaCommerce,2021-12-10,NC3-72,CST-0195
FTR-0388,Request: Implement DynamoDB backend service in atlaspay-gateway,Implemented,AtlasPay,2021-05-20,AG4-76,CST-0195
FTR-0389,Request: Implement Kubernetes backend service in atlaspay-ledger,Implemented,AtlasPay,2021-01-12,AL5-17,CST-0195
FTR-0390,Request: Epic: Adopt MongoDB for cloudsync-storage database storage,Under Review,CloudSync,2021-03-09,CS11-45,CST-0196
FTR-0391,Request: Epic: Migrate visionai-inference frontend architecture to Vue.js,Implemented,VisionAI,2022-12-05,VI13-66,CST-0197
FTR-0392,Request: Refactor API request validation for visionai-inference,Implemented,VisionAI,2022-12-28,VI13-88,CST-0197
FTR-0393,Request: Integrate metrics reporting client in cloudsync-daemon,Implemented,CloudSync,2023-04-20,CD10-173,CST-0198
FTR-0394,Request: Optimize user session timeouts in fusionerp-core,Implemented,FusionERP,2024-05-26,FC16-37,CST-0199
FTR-0395,Request: Epic: Adopt MongoDB for cloudsync-storage database storage,Implemented,CloudSync,2025-01-02,CS11-39,CST-0199
FTR-0396,Request: Optimize user session timeouts in fusionerp-core,Under Review,FusionERP,2021-10-06,FC16-43,CST-0200
FTR-0397,Request: Add feature request endpoint to fusionerp-core,Implemented,FusionERP,2021-05-10,FC16-67,CST-0200
