commit_sha,author,message,date,repository,pull_request
483439a466ae60e41a11b7653cb2877669f0ca6c,rickydavisii-nt,refactor(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 03:00:00,novacommerce-core,PR-0206
5e5532965176ce3caca06433a0b7116a722be720,rickydavisii-nt,fix(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 11:00:00,novacommerce-core,PR-0206
0661a88a7550055fe950b869138400c80749402d,rickydavisii-nt,fix(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 22:00:00,novacommerce-core,PR-0206
af613e178ffa0f9a42858155963760e8aa3ace1e,rickydavisii-nt,fix(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 18:00:00,novacommerce-core,PR-0206
02a0d9e512f7961c2551d96f295eed2eb9ee1c37,rickydavisii-nt,refactor(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 08:00:00,novacommerce-core,PR-0206
3774200740e83a62dc4197ec36941145d3fd6edd,rickydavisii-nt,docs(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-18 00:00:00,novacommerce-core,PR-0206
f7eca35629b6af3dde70a7824aec38393a1725f7,rickydavisii-nt,feat(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-17 22:00:00,novacommerce-core,PR-0206
b648671898a6274e9ab61983fb92f281e283bf60,rickydavisii-nt,feat(novacommerce-checkout): fix memory leak in novacommerce-checkout concurrency routine,2021-08-16 02:00:00,novacommerce-core,PR-0206
099f0851f86a92c0e9d4f3461720a25528cb237b,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 1,2021-08-17 06:00:00,visionai-engine,PR-0207
88c9dabda0331f2604b6fe2d193f7eb5cc53e5b0,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 2,2021-08-17 00:00:00,visionai-engine,PR-0207
e5ba0cdfd14a3f05914d6330cb6d37da02af25fb,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 3,2021-08-16 08:00:00,visionai-engine,PR-0207
b05bad413a7c3635c469b291bb26802399989644,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 4,2021-08-17 22:00:00,visionai-engine,PR-0207
94da9a80e6a2b60eb4276391edaf0b756aa033f7,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 5,2021-08-16 11:00:00,visionai-engine,PR-0207
16763587f1be2cab577dd54920766cba547b4250,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 6,2021-08-16 21:00:00,visionai-engine,PR-0207
dda9f87bd7f949b540187f8dc00a1197fc3e581c,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 7,2021-08-17 20:00:00,visionai-engine,PR-0207
0b42ec87c7a7e8c6de60ed817782e7f6c59d35d6,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 8,2021-08-17 06:00:00,visionai-engine,PR-0207
220744d31af6a4c096dcc28513b94c3bbbafc8d1,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 9,2021-08-16 10:00:00,visionai-engine,PR-0207
90a268a903e35d4f61208aeb4a078f8f77bebfad,juliatorres-nt,feat(visionai-inference): implement decision from ADR-0058 - step 10,2021-08-17 22:00:00,visionai-engine,PR-0207
afcb52c6f04e624e12a74278ee7554faf9950e4f,lisahensley-dev,chore(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-19 21:00:00,cloudsync-core,PR-0208
556d890728ca9166771144c479c37425fcc8d5af,lisahensley-dev,docs(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-19 18:00:00,cloudsync-core,PR-0208
6c4b92703dbbe39bcf9af33cb912b9df8aaffe9b,lisahensley-dev,refactor(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-18 23:00:00,cloudsync-core,PR-0208
895a3ecaefc55a5e1d1b3f3652525fdef5673e81,lisahensley-dev,chore(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-18 06:00:00,cloudsync-core,PR-0208
1f335c7616db356a9964936846691262940a6310,lisahensley-dev,refactor(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-19 04:00:00,cloudsync-core,PR-0208
1a1fca5381cab15209ec4706f150a2a1845c68c1,lisahensley-dev,refactor(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-19 03:00:00,cloudsync-core,PR-0208
6eefae1d943b997cd4133341090228d067728608,lisahensley-dev,fix(cloudsync-storage): integrate metrics reporting client in cloudsync-storage,2021-08-18 02:00:00,cloudsync-core,PR-0208
f9da4df8dd41732ab094b525a430bffa4427054c,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 1,2021-08-17 18:00:00,novacommerce-web,PR-0209
da001caf08d9a4d1d0411a5f1f32513884582d44,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 2,2021-08-17 15:00:00,novacommerce-web,PR-0209
9096b158aa20a74fcb6be880b5e53f84cb22f70d,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 3,2021-08-18 07:00:00,novacommerce-web,PR-0209
1b649df0d92df6deda281ef278d1ce9a8bb5c787,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 4,2021-08-17 23:00:00,novacommerce-web,PR-0209
5db0acd1ecd9e717b3abc2c3c39887d4339adc7f,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 5,2021-08-18 16:00:00,novacommerce-web,PR-0209
2495fa99df27f51e5a9c71d54c6db9cbdfc52e34,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 6,2021-08-17 07:00:00,novacommerce-web,PR-0209
013e156bd34831db38dbebf95f3482d8119000ef,shirleysuarez-nt,feat(novacommerce-ui): implement decision from ADR-0052 - step 7,2021-08-17 01:00:00,novacommerce-web,PR-0209
128c8e4e8dc2907497c9f85f4ad91f4f5f130259,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 1,2021-08-19 00:00:00,novacommerce-core,PR-0210
c6a9aa8810507194f43ca57ada7c0ba92940e3ff,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 2,2021-08-19 07:00:00,novacommerce-core,PR-0210
6830f38551fdcb686817319867466a20fff8e23f,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 3,2021-08-19 04:00:00,novacommerce-core,PR-0210
a202fa4ada176857fddebd3818bd9bf817e0e026,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 4,2021-08-20 14:00:00,novacommerce-core,PR-0210
ebcc34d45188ccfaa3910473103338b9386b9b65,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 5,2021-08-21 00:00:00,novacommerce-core,PR-0210
9658054d538aac6f68f91bea5f15528babe7393c,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 6,2021-08-19 07:00:00,novacommerce-core,PR-0210
bc7767b307a7a50b617e99cd337a238703dbe560,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 7,2021-08-20 04:00:00,novacommerce-core,PR-0210
156275cffa0ba566ce82b7c5a68d2083e4944f7d,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 8,2021-08-20 13:00:00,novacommerce-core,PR-0210
1de86221d339debe47d99a034923584b82a6484a,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 9,2021-08-19 03:00:00,novacommerce-core,PR-0210
14cd8a3af302f8404dc837682400739388c0d6ef,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 10,2021-08-20 16:00:00,novacommerce-core,PR-0210
3a25ec0ba27ce5e725a85a8a448ba7bb50d1a695,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 11,2021-08-20 03:00:00,novacommerce-core,PR-0210
45aca4d2828f39e383553566a6889cf8c03234fc,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 12,2021-08-19 06:00:00,novacommerce-core,PR-0210
700f752b12afa7e8f811e811b50d98dedd78a2c3,elizabethfowler-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 13,2021-08-19 05:00:00,novacommerce-core,PR-0210
5a882e0cffe6527aaf84dbfb966f1e8edf04e6ca,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 1,2021-08-20 19:00:00,novacommerce-core,PR-0211
fe58d413a71f7d483696a96ee106620bd1ba2aed,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 2,2021-08-20 05:00:00,novacommerce-core,PR-0211
b53e6d2414a12d0af3271b8ed898718db7f1c3cd,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 3,2021-08-21 12:00:00,novacommerce-core,PR-0211
8d31d19720658cab97bfb76343c493708f0c2edf,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 4,2021-08-21 21:00:00,novacommerce-core,PR-0211
1cdd2052c7b45717a8aa7ff689f8acb6b2c5bcef,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 5,2021-08-20 17:00:00,novacommerce-core,PR-0211
52d3511dd99851e8fac6d365b4c79488608efb8b,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 6,2021-08-21 12:00:00,novacommerce-core,PR-0211
c2594ef35c33c521225c661520b702df1ba11ac3,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 7,2021-08-21 14:00:00,novacommerce-core,PR-0211
4460f1510096407dff317fc2c4f0c163641b8319,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 8,2021-08-21 18:00:00,novacommerce-core,PR-0211
52c19ad754ef942d51bf0a0d651f21a822876a39,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 9,2021-08-20 22:00:00,novacommerce-core,PR-0211
f4f4b766ec99793c2dce73534034ef97a5ff7316,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 10,2021-08-20 23:00:00,novacommerce-core,PR-0211
15fc6d89041814ccac0cf1bdf13d97345b9fe769,annahenderson-nt,feat(novacommerce-cart): implement decision from ADR-0053 - step 11,2021-08-21 01:00:00,novacommerce-core,PR-0211
38579bf001b7c16b5a9ba9430cd6b46439ffcb56,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 1,2021-08-21 22:00:00,cloudsync-apps,PR-0212
de2656ae6efb957a6bb2945c5d05c09ba35b0b89,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 2,2021-08-20 01:00:00,cloudsync-apps,PR-0212
6d5fbeb6e637c58d008a030ae1ae976fd97ddbd0,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 3,2021-08-20 20:00:00,cloudsync-apps,PR-0212
9c0ca23043713e97bdc748375e9708e4d2068224,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 4,2021-08-21 21:00:00,cloudsync-apps,PR-0212
ac7d4f6c29d15f210a9442fe52d9ad4f9cb10ec8,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 5,2021-08-20 08:00:00,cloudsync-apps,PR-0212
0d50f402f6d7fad354a1ccd3284ca558f84ca869,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 6,2021-08-20 14:00:00,cloudsync-apps,PR-0212
8e03715b720fe9907d3f8dabd3d1514ca9a6daee,ginamoore-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 7,2021-08-20 05:00:00,cloudsync-apps,PR-0212
eeedde4feebeabc4d55eb2e8a0bc3064bc87d3b4,adamvaughan-nt,feat(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 20:00:00,fusionerp-monolith,PR-0213
e4d37b267154f0e77ec30a9e2da3ceed41b04fe5,adamvaughan-nt,feat(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-21 17:00:00,fusionerp-monolith,PR-0213
41a18f51d1935f2f1a6c11e5b56b66cd56cf5375,adamvaughan-nt,refactor(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 11:00:00,fusionerp-monolith,PR-0213
238ad680c32956760500f16a0d4c072aa2f3bfdf,adamvaughan-nt,fix(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-23 00:00:00,fusionerp-monolith,PR-0213
03eb0f773aacbc6a947d0fb8132440652f8c74c8,adamvaughan-nt,feat(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 02:00:00,fusionerp-monolith,PR-0213
de3df948c13b00ac16cbdeec5efeb081b52c7782,adamvaughan-nt,docs(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 23:00:00,fusionerp-monolith,PR-0213
57983b13aebfabb3676b60cf023e8022ad5faf83,adamvaughan-nt,fix(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 07:00:00,fusionerp-monolith,PR-0213
ca9d594ff54af23729f1cbe9e26cdd760d1ed97b,adamvaughan-nt,docs(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 15:00:00,fusionerp-monolith,PR-0213
7805bb91879c90c4d40538b7c6ca04380b4b45e8,adamvaughan-nt,refactor(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-21 22:00:00,fusionerp-monolith,PR-0213
9caac3d85b704dd5cdd50373090c3303a56b9b02,adamvaughan-nt,refactor(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 09:00:00,fusionerp-monolith,PR-0213
a5b7644d24428adb352a9c2a95aa209dd17e0aed,adamvaughan-nt,refactor(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-21 12:00:00,fusionerp-monolith,PR-0213
c3371ac8755dc01e2ce1b0eed8018ee649b61dae,adamvaughan-nt,docs(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-21 00:00:00,fusionerp-monolith,PR-0213
84fd8cd52dd62f979a1f6e1aadbf13806fbbbefb,adamvaughan-nt,fix(fusionerp-payroll): implement pagination for bulk queries in fusionerp-payroll controller,2021-08-22 03:00:00,fusionerp-monolith,PR-0213
eb0d1672a7c5c0d8627f0658bdebc153d1d96461,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 1,2021-08-23 04:00:00,cloudsync-apps,PR-0214
0da9c2e427aa20ff6820f664ba19c3cd853d0565,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 2,2021-08-23 12:00:00,cloudsync-apps,PR-0214
dc84bd2553e2c58adcce0775e96c6c8714907284,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 3,2021-08-23 06:00:00,cloudsync-apps,PR-0214
16ac463a9a52872c795642900cf34152fa2bc85a,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 4,2021-08-22 17:00:00,cloudsync-apps,PR-0214
f649585d8a96a05a35d6e74f46ab61ea939b1605,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 5,2021-08-22 17:00:00,cloudsync-apps,PR-0214
71fb36082fea9ef78f4790cee3c870968087256f,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 6,2021-08-22 05:00:00,cloudsync-apps,PR-0214
f8ebedbdd1e36e880328be16b588eae1b7cbd5e9,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 7,2021-08-23 08:00:00,cloudsync-apps,PR-0214
5a69296bc6e07b2e2e014dcebc681a74f2907f2d,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 1,2021-08-24 00:00:00,cloudsync-apps,PR-0215
31d9450066c11a3fc848b351d2df124483bcfd1b,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 2,2021-08-23 14:00:00,cloudsync-apps,PR-0215
f325e5ca492860998d8ff6deff5a1a34e95aace8,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 3,2021-08-22 16:00:00,cloudsync-apps,PR-0215
0dacf8a8980da146a0461c85051d750c871a0f6a,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 4,2021-08-23 01:00:00,cloudsync-apps,PR-0215
b506ba5f9cafaa21e4ddac5ad989c952ac15b541,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 5,2021-08-22 04:00:00,cloudsync-apps,PR-0215
65dff4d04b355a673c11ca8ff449cdcc787fa2ae,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 6,2021-08-22 12:00:00,cloudsync-apps,PR-0215
6409e3e43b923d6b2d602cbbb5d26315a1a78feb,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 7,2021-08-23 02:00:00,cloudsync-apps,PR-0215
fe01b656c1908f8a7d07ef5961c0cc1570cec07d,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 8,2021-08-23 12:00:00,cloudsync-apps,PR-0215
fe84c369e14d8f412403b6fe3a4719596f9078ec,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 9,2021-08-22 03:00:00,cloudsync-apps,PR-0215
0ecd5a439472e96336c990180ec7d559a546922f,michelleevans-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 10,2021-08-22 13:00:00,cloudsync-apps,PR-0215
f500fc0a1515ea0c39595b43038bfb66994973b3,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 1,2021-08-25 03:00:00,novacommerce-core,PR-0216
a13be2b47ea548ee48b7ee6ad3f0ac7ba009095f,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 2,2021-08-25 02:00:00,novacommerce-core,PR-0216
65c74adddb84e1e3fc7e93d3b4b2d68a06324556,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 3,2021-08-24 10:00:00,novacommerce-core,PR-0216
0402da2272b2e5e3e4d6c76347e8f965f1d11b10,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 4,2021-08-24 08:00:00,novacommerce-core,PR-0216
728fb7c83dd85c7377a48b07de4588d2d5ee643f,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 5,2021-08-24 13:00:00,novacommerce-core,PR-0216
52d04759c5ec754c5d9beb5c8daf8259c231e65e,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 6,2021-08-24 17:00:00,novacommerce-core,PR-0216
0742a8d0931a87bdb252e2e5f0372b53f92e2b72,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 7,2021-08-25 04:00:00,novacommerce-core,PR-0216
ef019c337e4c46e701234d4d0778ff784b49dd9a,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 8,2021-08-24 12:00:00,novacommerce-core,PR-0216
938daef65c8388e655387edafc8207a75a9c6798,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 9,2021-08-24 01:00:00,novacommerce-core,PR-0216
d8a79d5311cc71478534a8f62500ea3a69438970,richardhenson-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 10,2021-08-25 13:00:00,novacommerce-core,PR-0216
d67d41983d96f417ec62290eb4d45b4bddb65298,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 1,2021-08-25 20:00:00,cloudsync-apps,PR-0217
3e245b3533b4390f6a39a69f4409b2fd196c86ee,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 2,2021-08-24 05:00:00,cloudsync-apps,PR-0217
5696fbd5dc1b7d916e765278a28b5eb0f734ab77,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 3,2021-08-25 02:00:00,cloudsync-apps,PR-0217
9afb9bfe334e1f8d4788f6f1bf6f5b34966e6816,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 4,2021-08-25 04:00:00,cloudsync-apps,PR-0217
46b0aef5c7a49e1bb590fb22b0b9fd348c0bcb94,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 5,2021-08-25 14:00:00,cloudsync-apps,PR-0217
af67a068bb4118cc87518dfafc6e92399d169444,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 6,2021-08-24 15:00:00,cloudsync-apps,PR-0217
f2fc6048767412cbec831e94750bb541318557f4,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 7,2021-08-24 01:00:00,cloudsync-apps,PR-0217
32cfc30b9a72cae1d817fceed1be438523cf0bb2,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 8,2021-08-25 14:00:00,cloudsync-apps,PR-0217
2b94132957c0428737d9bba5c81752d27793c0a5,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 9,2021-08-24 00:00:00,cloudsync-apps,PR-0217
35c537ebcce81ed188ce0f73b67c23b3eec25828,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 10,2021-08-25 10:00:00,cloudsync-apps,PR-0217
015aea2fce2e2c13de2e50c439c383c4d9c37766,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 11,2021-08-25 21:00:00,cloudsync-apps,PR-0217
9a4a8f8f4d3adf4d061ed222ff47cf587b8411d1,christophersmith-nt,feat(cloudsync-desktop): implement decision from ADR-0054 - step 12,2021-08-25 18:00:00,cloudsync-apps,PR-0217
b78ac27b3defef5f4a10170177dc2bfd5f447248,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 1,2021-08-26 10:00:00,security-tools,PR-0218
8a6a9de5856e3021ed36d049a41dc040c52d0086,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 2,2021-08-26 23:00:00,security-tools,PR-0218
93890b799ecc79cd0a9e5a22c45877cc376a8d82,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 3,2021-08-25 06:00:00,security-tools,PR-0218
91ff121b57e841fcd293ea9a9718cc6d42becdd8,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 4,2021-08-26 09:00:00,security-tools,PR-0218
cfd691c91a200e913db6f9716d000cf8838a9c54,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 5,2021-08-25 08:00:00,security-tools,PR-0218
d813007baad1cf46ce4a100ab38a616844ccc974,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 6,2021-08-26 16:00:00,security-tools,PR-0218
1ec93bbd7cb5c0fab9737021c47719774957b5d1,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 7,2021-08-25 10:00:00,security-tools,PR-0218
0e7bcf4b760953949be61fdfc7f3d8a2d90521bb,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 8,2021-08-25 17:00:00,security-tools,PR-0218
23c5f3998306c7aa6ca7a1da1da25bd85f2b067d,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 9,2021-08-25 19:00:00,security-tools,PR-0218
e1ffb8bee30f081fe5ed3e178eb122e07118fb97,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 10,2021-08-25 03:00:00,security-tools,PR-0218
4e6a6a322754cd7c0d94c11900b35a466533139d,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 11,2021-08-26 07:00:00,security-tools,PR-0218
bff10e3c940110b31705e74707d3646d8243bb69,philipcannon-nt,feat(security-auth-proxy): implement decision from ADR-0056 - step 12,2021-08-26 06:00:00,security-tools,PR-0218
ef9df8756375e10d0a0b03a5f4b33844c5642587,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 1,2021-08-29 10:00:00,platform-infra,PR-0219
f4521fea9c3da92c67236ce84c2446377522634c,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 2,2021-08-29 10:00:00,platform-infra,PR-0219
6d9edd216d7cb69242c675ac1c457dd98f1f6e64,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 3,2021-08-28 03:00:00,platform-infra,PR-0219
7e0f14053daabd5947da8958e892a37f5b4a7f7a,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 4,2021-08-29 15:00:00,platform-infra,PR-0219
0956de242a10388ef710c3636d2f1cf8537d2888,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 5,2021-08-28 11:00:00,platform-infra,PR-0219
02615e917492f70fef8d52750d84099067a73293,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 6,2021-08-28 04:00:00,platform-infra,PR-0219
1a90037cfc516921f1b801582deecc7ac0ad2c03,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 7,2021-08-29 05:00:00,platform-infra,PR-0219
5dce6973a4541cc56b0385b8e4e6c686bdd736eb,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 8,2021-08-29 02:00:00,platform-infra,PR-0219
f96969a861ed32a1ff9dbe327a19e6d705cb53b3,anthonyrodriguez-dev,feat(devops-ci-cd): implement decision from ADR-0057 - step 9,2021-08-28 05:00:00,platform-infra,PR-0219
b204916c81cbc6b7826ef57f741c0bdf83587c8c,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 1,2021-08-27 17:00:00,novacommerce-core,PR-0220
917409848527cf37ba0f8cca86a16d54c99e9347,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 2,2021-08-27 04:00:00,novacommerce-core,PR-0220
6edc9a194587c1313c4118ed04ccd972332d1aaa,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 3,2021-08-27 07:00:00,novacommerce-core,PR-0220
a5b77b811802691ba744e76af9c17a3fd8103d18,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 4,2021-08-27 02:00:00,novacommerce-core,PR-0220
12a47715c7316710569859cb9403ee1101df4b7b,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 5,2021-08-28 06:00:00,novacommerce-core,PR-0220
0a1650987957ba1974ba67ea62cffd1c9e16e327,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 6,2021-08-27 03:00:00,novacommerce-core,PR-0220
89cbfd44e7becd508294948589c6a28808d97102,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 7,2021-08-28 21:00:00,novacommerce-core,PR-0220
10080081c35ea7439d3fb75186e6446e1d3978c8,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 8,2021-08-28 06:00:00,novacommerce-core,PR-0220
1eb1c8c69a09ecfa609b0f26de8c3a8462b667f9,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 9,2021-08-27 18:00:00,novacommerce-core,PR-0220
b5f25c103b529ed03a5e6a377450eece5bf25ea7,rickydavisii-nt,feat(novacommerce-api): implement decision from ADR-0055 - step 10,2021-08-27 19:00:00,novacommerce-core,PR-0220
2d568531a72f2402e52bffb1ad20367c75114d68,jordanhenderson-nt,feat(visionai-inference): implement decision from ADR-0058 - step 1,2021-08-28 08:00:00,visionai-engine,PR-0221
5f4a9ed766787245e5f7a55e672fcb4580a045cd,jordanhenderson-nt,feat(visionai-inference): implement decision from ADR-0058 - step 2,2021-08-28 00:00:00,visionai-engine,PR-0221
