date,project_id,project_name,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm,daily_cost_usd
2021-04-11,PRJ-018,fusionerp-payroll,35.46,47.89,86.3,99.854,0.072,514.0,57.41
2021-04-11,PRJ-019,fusionerp-frontend,32.5,50.93,153.8,99.854,0.057,559.0,56.5
2021-04-11,PRJ-020,platform-k8s-mesh,40.03,50.99,158.9,99.858,0.054,617.0,53.82
2021-04-11,PRJ-021,platform-logging,31.38,51.83,86.3,99.867,0.04,447.0,56.42
2021-04-11,PRJ-022,platform-monitoring,35.29,50.55,33.2,99.885,0.062,445.0,62.05
2021-04-11,PRJ-023,security-auth-proxy,33.75,53.3,154.8,99.863,0.049,490.0,55.22
2021-04-11,PRJ-024,security-scanner,38.86,52.25,42.6,99.88,0.047,531.0,54.49
2021-04-11,PRJ-025,devops-ci-cd,40.6,48.58,159.4,99.89,0.069,632.0,57.43
2021-04-12,PRJ-001,novacommerce-api,32.88,54.19,139.3,99.884,0.042,1046.0,53.65
2021-04-12,PRJ-002,novacommerce-ui,38.13,52.09,137.6,99.896,0.042,1297.0,55.11
2021-04-12,PRJ-003,novacommerce-cart,40.24,49.63,159.5,99.9,0.034,1142.0,57.16
2021-04-12,PRJ-004,novacommerce-checkout,40.94,53.99,93.5,99.867,0.058,922.0,57.11
2021-04-12,PRJ-005,atlaspay-gateway,36.39,53.93,150.8,99.885,0.032,1079.0,57.43
2021-04-12,PRJ-006,atlaspay-ledger,36.61,52.45,153.2,99.865,0.031,1023.0,55.1
2021-04-12,PRJ-007,atlaspay-portal,32.67,49.34,140.2,99.892,0.032,1116.0,55.65
2021-04-12,PRJ-008,insightcrm-api,36.49,51.09,59.2,99.897,0.036,1066.0,55.99
2021-04-12,PRJ-009,insightcrm-ui,37.81,50.43,155.4,99.862,0.053,1242.0,54.28
2021-04-12,PRJ-010,insightcrm-analytics,37.77,51.32,135.3,99.889,0.055,1064.0,53.93
2021-04-12,PRJ-011,cloudsync-daemon,35.05,54.62,143.5,99.866,0.033,1328.0,53.91
2021-04-12,PRJ-012,cloudsync-storage,37.74,52.36,72.0,99.892,0.06,1221.0,57.43
2021-04-12,PRJ-013,cloudsync-desktop,33.58,53.25,146.3,99.876,0.049,1075.0,54.79
2021-04-12,PRJ-014,visionai-inference,40.71,51.25,45.7,99.874,0.068,905.0,55.08
2021-04-12,PRJ-015,visionai-training,41.56,51.82,141.3,99.873,0.037,1144.0,55.87
2021-04-12,PRJ-016,visionai-pipeline,38.89,49.44,98.8,99.871,0.061,1023.0,55.98
2021-04-12,PRJ-017,fusionerp-core,38.15,50.19,164.6,99.908,0.036,1142.0,56.49
2021-04-12,PRJ-018,fusionerp-payroll,84.91,52.88,2497.9,95.944,5.353,1093.0,55.28
2021-04-12,PRJ-019,fusionerp-frontend,32.97,49.77,152.7,99.858,0.055,1034.0,56.24
2021-04-12,PRJ-020,platform-k8s-mesh,37.65,53.46,142.1,99.876,0.07,936.0,55.74
2021-04-12,PRJ-021,platform-logging,35.63,54.19,71.9,99.868,0.072,1248.0,54.0
2021-04-12,PRJ-022,platform-monitoring,32.94,53.04,29.0,99.886,0.047,1280.0,62.37
2021-04-12,PRJ-023,security-auth-proxy,32.6,50.75,161.1,99.883,0.034,1218.0,54.34
2021-04-12,PRJ-024,security-scanner,40.43,52.13,23.2,99.882,0.038,1239.0,56.81
2021-04-12,PRJ-025,devops-ci-cd,35.67,52.29,141.5,99.888,0.04,1205.0,54.21
2021-04-13,PRJ-001,novacommerce-api,38.07,49.78,154.3,99.887,0.061,1073.0,55.62
2021-04-13,PRJ-002,novacommerce-ui,41.0,49.3,157.0,99.868,0.064,1174.0,55.3
2021-04-13,PRJ-003,novacommerce-cart,37.21,52.83,163.3,99.89,0.055,1330.0,55.37
2021-04-13,PRJ-004,novacommerce-checkout,41.06,50.47,95.5,99.889,0.061,1239.0,55.69
2021-04-13,PRJ-005,atlaspay-gateway,40.78,51.9,163.9,99.862,0.047,1235.0,57.4
2021-04-13,PRJ-006,atlaspay-ledger,37.32,49.09,155.8,99.908,0.072,982.0,57.57
2021-04-13,PRJ-007,atlaspay-portal,38.78,53.04,146.7,99.897,0.069,896.0,56.34
2021-04-13,PRJ-008,insightcrm-api,32.4,48.96,61.8,99.874,0.031,1140.0,55.3
2021-04-13,PRJ-009,insightcrm-ui,40.13,50.61,156.1,99.887,0.079,1273.0,56.41
2021-04-13,PRJ-010,insightcrm-analytics,33.77,54.24,144.9,99.866,0.048,1042.0,56.22
2021-04-13,PRJ-011,cloudsync-daemon,33.96,50.17,135.8,99.892,0.08,1184.0,56.53
2021-04-13,PRJ-012,cloudsync-storage,37.34,49.35,87.5,99.875,0.041,1024.0,54.15
2021-04-13,PRJ-013,cloudsync-desktop,34.69,51.58,137.6,99.869,0.07,966.0,53.83
2021-04-13,PRJ-014,visionai-inference,32.81,51.4,18.9,99.887,0.071,1262.0,54.51
2021-04-13,PRJ-015,visionai-training,35.25,50.42,158.7,99.865,0.063,1076.0,54.84
2021-04-13,PRJ-016,visionai-pipeline,35.64,50.98,109.8,99.872,0.075,1306.0,56.39
2021-04-13,PRJ-017,fusionerp-core,36.34,52.33,161.3,99.897,0.045,1230.0,56.09
2021-04-13,PRJ-018,fusionerp-payroll,91.5,49.66,1155.1,95.956,7.737,979.0,53.79
2021-04-13,PRJ-019,fusionerp-frontend,37.93,51.24,164.6,99.855,0.034,988.0,55.05
2021-04-13,PRJ-020,platform-k8s-mesh,36.83,49.89,137.7,99.853,0.06,1212.0,55.3
2021-04-13,PRJ-021,platform-logging,36.68,50.05,80.0,99.852,0.062,1118.0,56.46
2021-04-13,PRJ-022,platform-monitoring,36.36,52.62,33.6,99.873,0.035,1225.0,62.76
2021-04-13,PRJ-023,security-auth-proxy,34.88,52.68,138.0,99.868,0.049,1198.0,54.97
2021-04-13,PRJ-024,security-scanner,82.45,52.42,880.7,98.81,2.056,1007.0,55.88
2021-04-13,PRJ-025,devops-ci-cd,40.38,50.71,138.2,99.86,0.049,985.0,54.01
2021-04-14,PRJ-001,novacommerce-api,36.17,50.5,141.0,99.897,0.033,1290.0,55.98
2021-04-14,PRJ-002,novacommerce-ui,35.26,50.79,142.8,99.888,0.078,1330.0,54.16
2021-04-14,PRJ-003,novacommerce-cart,39.59,52.71,139.2,99.891,0.048,1119.0,54.25
2021-04-14,PRJ-004,novacommerce-checkout,37.66,53.37,82.2,99.896,0.038,963.0,57.39
2021-04-14,PRJ-005,atlaspay-gateway,36.05,54.09,144.6,99.882,0.067,1169.0,56.74
2021-04-14,PRJ-006,atlaspay-ledger,39.78,51.97,155.7,99.889,0.04,1068.0,56.33
2021-04-14,PRJ-007,atlaspay-portal,35.79,51.62,151.2,99.853,0.068,1156.0,54.17
2021-04-14,PRJ-008,insightcrm-api,36.09,53.01,45.3,99.866,0.034,1033.0,56.02
2021-04-14,PRJ-009,insightcrm-ui,38.49,51.84,157.2,99.881,0.039,1119.0,55.86
2021-04-14,PRJ-010,insightcrm-analytics,39.49,51.99,165.0,99.889,0.072,1285.0,54.16
2021-04-14,PRJ-011,cloudsync-daemon,39.85,50.8,136.1,99.887,0.037,983.0,54.64
2021-04-14,PRJ-012,cloudsync-storage,36.15,52.88,88.3,99.891,0.078,1104.0,54.41
2021-04-14,PRJ-013,cloudsync-desktop,41.44,50.35,143.7,99.888,0.053,1172.0,54.66
2021-04-14,PRJ-014,visionai-inference,40.36,49.54,34.9,99.878,0.057,1222.0,57.21
2021-04-14,PRJ-015,visionai-training,33.67,50.01,140.8,99.87,0.065,1162.0,54.75
2021-04-14,PRJ-016,visionai-pipeline,33.0,53.11,106.7,99.896,0.031,951.0,54.57
2021-04-14,PRJ-017,fusionerp-core,35.28,52.72,160.5,99.898,0.046,891.0,57.17
2021-04-14,PRJ-018,fusionerp-payroll,39.51,48.93,38.8,99.869,0.053,895.0,55.51
2021-04-14,PRJ-019,fusionerp-frontend,40.5,51.69,162.7,99.863,0.037,1297.0,55.31
2021-04-14,PRJ-020,platform-k8s-mesh,34.25,53.91,159.2,99.852,0.065,1195.0,54.62
2021-04-14,PRJ-021,platform-logging,42.07,53.26,68.0,99.898,0.059,1045.0,54.31
2021-04-14,PRJ-022,platform-monitoring,36.63,53.55,32.6,99.857,0.037,1066.0,64.37
2021-04-14,PRJ-023,security-auth-proxy,36.14,53.31,161.5,99.891,0.036,1232.0,55.76
2021-04-14,PRJ-024,security-scanner,34.93,54.45,35.7,99.86,0.072,1216.0,56.17
2021-04-14,PRJ-025,devops-ci-cd,37.11,50.67,162.0,99.878,0.04,1149.0,56.73
2021-04-15,PRJ-001,novacommerce-api,36.42,53.79,153.0,99.878,0.07,1128.0,56.18
2021-04-15,PRJ-002,novacommerce-ui,41.69,48.74,139.8,99.898,0.056,1047.0,57.06
2021-04-15,PRJ-003,novacommerce-cart,41.41,52.07,142.7,99.877,0.037,1088.0,53.88
2021-04-15,PRJ-004,novacommerce-checkout,41.17,52.72,89.6,99.864,0.067,1230.0,54.23
2021-04-15,PRJ-005,atlaspay-gateway,38.97,54.57,142.6,99.909,0.034,1271.0,57.62
2021-04-15,PRJ-006,atlaspay-ledger,36.1,53.99,145.2,99.879,0.079,1028.0,55.52
2021-04-15,PRJ-007,atlaspay-portal,36.05,49.22,140.1,99.854,0.054,901.0,57.65
2021-04-15,PRJ-008,insightcrm-api,35.48,50.37,70.6,99.852,0.033,893.0,54.9
2021-04-15,PRJ-009,insightcrm-ui,36.61,50.51,142.9,99.889,0.068,1216.0,54.32
2021-04-15,PRJ-010,insightcrm-analytics,38.81,54.26,156.1,99.867,0.05,1102.0,54.28
2021-04-15,PRJ-011,cloudsync-daemon,39.99,53.36,138.6,99.883,0.064,1094.0,54.85
2021-04-15,PRJ-012,cloudsync-storage,41.63,53.45,82.5,99.896,0.062,983.0,57.53
2021-04-15,PRJ-013,cloudsync-desktop,39.12,54.15,154.9,99.879,0.051,1074.0,54.53
2021-04-15,PRJ-014,visionai-inference,38.22,50.7,24.7,99.877,0.051,1274.0,54.63
2021-04-15,PRJ-015,visionai-training,98.73,48.9,6750.4,87.456,8.943,970.0,57.32
2021-04-15,PRJ-016,visionai-pipeline,41.5,51.58,83.6,99.88,0.059,1224.0,56.65
2021-04-15,PRJ-017,fusionerp-core,82.91,54.19,2479.7,95.696,3.335,1008.0,55.89
2021-04-15,PRJ-018,fusionerp-payroll,32.99,54.12,31.6,99.87,0.072,1244.0,55.68
2021-04-15,PRJ-019,fusionerp-frontend,37.08,53.83,157.8,99.883,0.066,1176.0,53.85
2021-04-15,PRJ-020,platform-k8s-mesh,33.01,50.74,146.7,99.87,0.061,1082.0,56.8
2021-04-15,PRJ-021,platform-logging,33.45,52.72,91.2,99.878,0.065,919.0,55.83
2021-04-15,PRJ-022,platform-monitoring,39.75,53.8,32.5,99.879,0.044,1310.0,63.05
2021-04-15,PRJ-023,security-auth-proxy,37.7,51.2,142.4,99.903,0.066,1298.0,56.48
2021-04-15,PRJ-024,security-scanner,34.98,49.68,32.1,99.894,0.042,1314.0,56.92
2021-04-15,PRJ-025,devops-ci-cd,32.62,50.32,149.9,99.89,0.051,1093.0,56.63
2021-04-16,PRJ-001,novacommerce-api,41.7,52.44,147.4,99.867,0.08,961.0,54.96
2021-04-16,PRJ-002,novacommerce-ui,35.49,53.1,137.3,99.865,0.048,1157.0,54.13
2021-04-16,PRJ-003,novacommerce-cart,34.09,51.52,136.2,99.865,0.068,1258.0,57.56
2021-04-16,PRJ-004,novacommerce-checkout,38.74,53.18,88.2,99.869,0.075,1223.0,55.62
2021-04-16,PRJ-005,atlaspay-gateway,34.52,52.24,149.2,99.872,0.064,1028.0,57.72
2021-04-16,PRJ-006,atlaspay-ledger,37.8,50.58,149.6,99.861,0.034,1069.0,56.11
2021-04-16,PRJ-007,atlaspay-portal,39.03,49.28,148.1,99.856,0.069,1165.0,54.59
2021-04-16,PRJ-008,insightcrm-api,32.5,53.89,73.8,99.87,0.044,1223.0,55.12
2021-04-16,PRJ-009,insightcrm-ui,33.91,50.19,165.0,99.859,0.041,1214.0,55.05
2021-04-16,PRJ-010,insightcrm-analytics,32.96,50.6,137.1,99.861,0.061,1311.0,55.84
2021-04-16,PRJ-011,cloudsync-daemon,38.56,49.15,139.0,99.861,0.062,1239.0,57.46
2021-04-16,PRJ-012,cloudsync-storage,37.46,51.34,80.4,99.889,0.063,1005.0,54.04
2021-04-16,PRJ-013,cloudsync-desktop,40.61,53.44,155.7,99.888,0.031,936.0,56.6
2021-04-16,PRJ-014,visionai-inference,35.66,53.99,22.5,99.891,0.065,1337.0,54.54
2021-04-16,PRJ-015,visionai-training,34.36,48.39,87.0,99.862,0.044,963.0,54.4
2021-04-16,PRJ-016,visionai-pipeline,41.69,52.92,94.9,99.863,0.035,944.0,56.45
2021-04-16,PRJ-017,fusionerp-core,35.99,50.34,162.6,99.882,0.058,1102.0,55.88
2021-04-16,PRJ-018,fusionerp-payroll,34.11,49.73,18.3,99.879,0.05,1180.0,57.13
2021-04-16,PRJ-019,fusionerp-frontend,40.8,52.92,156.6,99.862,0.075,1180.0,56.88
2021-04-16,PRJ-020,platform-k8s-mesh,36.98,53.17,146.0,99.868,0.063,1122.0,56.57
2021-04-16,PRJ-021,platform-logging,32.83,49.76,85.5,99.89,0.038,1138.0,54.42
2021-04-16,PRJ-022,platform-monitoring,32.08,53.06,42.1,99.861,0.051,917.0,62.4
2021-04-16,PRJ-023,security-auth-proxy,36.29,51.11,149.8,99.89,0.053,1099.0,56.43
2021-04-16,PRJ-024,security-scanner,32.19,48.46,36.7,99.902,0.038,1017.0,54.18
2021-04-16,PRJ-025,devops-ci-cd,34.07,52.73,145.7,99.869,0.061,1036.0,54.75
2021-04-17,PRJ-001,novacommerce-api,32.35,50.55,147.0,99.887,0.054,544.0,56.86
2021-04-17,PRJ-002,novacommerce-ui,35.63,52.07,162.4,99.907,0.073,669.0,54.04
2021-04-17,PRJ-003,novacommerce-cart,38.95,50.45,157.0,99.891,0.042,485.0,56.72
2021-04-17,PRJ-004,novacommerce-checkout,35.36,51.11,86.4,99.862,0.064,502.0,54.89
2021-04-17,PRJ-005,atlaspay-gateway,38.12,52.96,162.1,99.886,0.078,484.0,54.8
2021-04-17,PRJ-006,atlaspay-ledger,31.4,51.9,152.3,99.907,0.035,620.0,55.08
2021-04-17,PRJ-007,atlaspay-portal,37.8,47.78,159.4,99.874,0.049,543.0,54.24
2021-04-17,PRJ-008,insightcrm-api,37.44,48.47,69.3,99.887,0.079,557.0,55.91
2021-04-17,PRJ-009,insightcrm-ui,32.31,51.02,152.7,99.89,0.053,657.0,56.5
2021-04-17,PRJ-010,insightcrm-analytics,35.85,50.13,163.9,99.881,0.033,581.0,55.91
2021-04-17,PRJ-011,cloudsync-daemon,37.67,52.02,137.0,99.889,0.063,613.0,56.51
2021-04-17,PRJ-012,cloudsync-storage,39.5,52.15,75.5,99.853,0.04,538.0,57.15
2021-04-17,PRJ-013,cloudsync-desktop,36.41,52.25,163.8,99.852,0.045,586.0,56.05
2021-04-17,PRJ-014,visionai-inference,35.11,52.4,24.4,99.885,0.071,530.0,54.23
2021-04-17,PRJ-015,visionai-training,35.38,48.62,93.7,99.892,0.068,650.0,55.04
2021-04-17,PRJ-016,visionai-pipeline,37.69,50.17,83.7,99.889,0.032,570.0,54.81
2021-04-17,PRJ-017,fusionerp-core,34.34,49.61,136.8,99.889,0.074,470.0,55.29
2021-04-17,PRJ-018,fusionerp-payroll,36.02,53.02,44.1,99.881,0.056,499.0,56.7
2021-04-17,PRJ-019,fusionerp-frontend,32.23,52.41,158.0,99.854,0.049,570.0,57.51
2021-04-17,PRJ-020,platform-k8s-mesh,39.44,48.11,160.1,99.855,0.066,615.0,55.52
2021-04-17,PRJ-021,platform-logging,39.09,50.97,93.0,99.867,0.074,660.0,55.21
2021-04-17,PRJ-022,platform-monitoring,34.68,53.13,47.5,99.85,0.058,565.0,66.02
2021-04-17,PRJ-023,security-auth-proxy,38.79,52.75,139.7,99.866,0.052,613.0,55.84
2021-04-17,PRJ-024,security-scanner,31.4,52.58,29.8,99.895,0.057,479.0,55.89
2021-04-17,PRJ-025,devops-ci-cd,40.12,48.27,138.1,99.887,0.06,543.0,57.41
2021-04-18,PRJ-001,novacommerce-api,35.67,53.63,137.3,99.882,0.057,651.0,55.44
2021-04-18,PRJ-002,novacommerce-ui,33.23,51.87,148.1,99.865,0.042,496.0,56.69
2021-04-18,PRJ-003,novacommerce-cart,40.41,51.98,149.2,99.869,0.064,586.0,56.14
2021-04-18,PRJ-004,novacommerce-checkout,33.87,48.56,67.7,99.88,0.055,506.0,57.77
2021-04-18,PRJ-005,atlaspay-gateway,39.19,50.8,152.6,99.901,0.071,596.0,57.12
2021-04-18,PRJ-006,atlaspay-ledger,39.95,48.57,157.2,99.904,0.048,625.0,55.39
2021-04-18,PRJ-007,atlaspay-portal,39.79,53.47,143.2,99.869,0.034,480.0,56.21
2021-04-18,PRJ-008,insightcrm-api,40.47,53.2,66.7,99.888,0.039,539.0,55.29
2021-04-18,PRJ-009,insightcrm-ui,32.88,53.49,154.1,99.859,0.078,516.0,57.6
2021-04-18,PRJ-010,insightcrm-analytics,33.49,50.5,143.5,99.884,0.076,656.0,55.65
2021-04-18,PRJ-011,cloudsync-daemon,39.73,48.95,144.1,99.879,0.072,606.0,56.67
2021-04-18,PRJ-012,cloudsync-storage,40.09,52.12,85.5,99.897,0.054,585.0,57.38
2021-04-18,PRJ-013,cloudsync-desktop,40.47,50.75,158.9,99.897,0.037,648.0,56.98
2021-04-18,PRJ-014,visionai-inference,40.69,51.59,25.0,99.888,0.044,554.0,56.56
2021-04-18,PRJ-015,visionai-training,33.39,50.89,82.3,99.888,0.064,472.0,55.49
2021-04-18,PRJ-016,visionai-pipeline,37.63,52.45,85.8,99.892,0.045,520.0,55.36
2021-04-18,PRJ-017,fusionerp-core,33.57,51.56,150.9,99.882,0.053,517.0,56.97
2021-04-18,PRJ-018,fusionerp-payroll,33.72,49.98,36.3,99.855,0.071,529.0,56.61
2021-04-18,PRJ-019,fusionerp-frontend,31.97,49.6,148.5,99.887,0.034,638.0,56.88
2021-04-18,PRJ-020,platform-k8s-mesh,40.75,49.63,136.7,99.867,0.042,498.0,55.69
2021-04-18,PRJ-021,platform-logging,35.37,52.26,77.1,99.856,0.059,639.0,55.01
2021-04-18,PRJ-022,platform-monitoring,31.2,48.99,20.7,99.864,0.074,448.0,63.66
2021-04-18,PRJ-023,security-auth-proxy,32.65,47.74,162.4,99.871,0.037,477.0,57.42
2021-04-18,PRJ-024,security-scanner,90.7,49.4,1497.2,95.185,4.235,594.0,57.49
2021-04-18,PRJ-025,devops-ci-cd,40.15,51.23,151.5,99.885,0.069,635.0,57.47
2021-04-19,PRJ-001,novacommerce-api,82.82,53.99,953.1,95.954,5.312,1200.0,55.71
2021-04-19,PRJ-002,novacommerce-ui,33.06,52.4,147.7,99.898,0.07,1291.0,57.44
2021-04-19,PRJ-003,novacommerce-cart,37.29,49.79,136.2,99.861,0.075,1318.0,53.93
2021-04-19,PRJ-004,novacommerce-checkout,34.35,50.41,87.6,99.869,0.061,1006.0,54.8
2021-04-19,PRJ-005,atlaspay-gateway,35.52,54.13,140.6,99.887,0.04,1283.0,55.3
2021-04-19,PRJ-006,atlaspay-ledger,33.65,52.94,163.3,99.892,0.071,1180.0,56.26
2021-04-19,PRJ-007,atlaspay-portal,41.02,49.97,161.6,99.851,0.045,1049.0,55.61
2021-04-19,PRJ-008,insightcrm-api,36.8,48.91,65.4,99.85,0.069,911.0,57.48
2021-04-19,PRJ-009,insightcrm-ui,40.09,49.14,161.9,99.888,0.069,1131.0,54.32
2021-04-19,PRJ-010,insightcrm-analytics,34.35,50.23,158.8,99.896,0.056,1065.0,57.69
2021-04-19,PRJ-011,cloudsync-daemon,39.4,53.58,155.7,99.89,0.068,1085.0,55.25
2021-04-19,PRJ-012,cloudsync-storage,36.26,51.64,87.4,99.875,0.052,997.0,54.59
2021-04-19,PRJ-013,cloudsync-desktop,35.58,54.14,164.8,99.852,0.055,1027.0,55.91
2021-04-19,PRJ-014,visionai-inference,40.67,49.03,22.7,99.871,0.061,1206.0,55.1
2021-04-19,PRJ-015,visionai-training,41.84,50.09,83.9,99.884,0.046,971.0,54.59
2021-04-19,PRJ-016,visionai-pipeline,39.05,53.22,91.3,99.874,0.055,920.0,57.11
2021-04-19,PRJ-017,fusionerp-core,39.94,50.71,139.4,99.878,0.058,932.0,54.68
2021-04-19,PRJ-018,fusionerp-payroll,36.35,48.87,23.9,99.859,0.053,1056.0,54.22
2021-04-19,PRJ-019,fusionerp-frontend,36.95,52.4,156.0,99.865,0.045,928.0,55.51
2021-04-19,PRJ-020,platform-k8s-mesh,32.91,53.45,141.4,99.88,0.035,965.0,54.87
2021-04-19,PRJ-021,platform-logging,39.51,52.27,82.8,99.858,0.039,1048.0,55.85
2021-04-19,PRJ-022,platform-monitoring,37.43,51.7,20.6,99.855,0.035,1038.0,63.63
2021-04-19,PRJ-023,security-auth-proxy,34.58,51.74,145.0,99.884,0.059,976.0,54.42
2021-04-19,PRJ-024,security-scanner,36.54,52.45,32.8,99.869,0.044,1340.0,54.57
2021-04-19,PRJ-025,devops-ci-cd,41.51,50.62,151.9,99.857,0.055,1133.0,57.72
2021-04-20,PRJ-001,novacommerce-api,40.78,49.67,147.5,99.886,0.07,1250.0,65.26
2021-04-20,PRJ-002,novacommerce-ui,37.48,53.53,141.9,99.89,0.058,1091.0,55.11
2021-04-20,PRJ-003,novacommerce-cart,34.47,51.63,163.9,99.865,0.047,1009.0,56.03
2021-04-20,PRJ-004,novacommerce-checkout,42.22,49.26,79.9,99.857,0.056,1183.0,55.42
2021-04-20,PRJ-005,atlaspay-gateway,96.99,54.08,7788.6,92.975,10.126,1123.0,55.03
2021-04-20,PRJ-006,atlaspay-ledger,32.02,48.17,137.4,99.889,0.059,914.0,56.87
2021-04-20,PRJ-007,atlaspay-portal,39.13,53.06,140.1,99.895,0.069,1081.0,57.16
2021-04-20,PRJ-008,insightcrm-api,32.88,52.88,68.8,99.873,0.072,1080.0,54.1
2021-04-20,PRJ-009,insightcrm-ui,35.26,54.04,157.5,99.86,0.059,1177.0,57.15
2021-04-20,PRJ-010,insightcrm-analytics,40.38,51.42,151.2,99.898,0.04,1248.0,57.62
2021-04-20,PRJ-011,cloudsync-daemon,34.28,51.31,147.8,99.897,0.054,1172.0,54.43
2021-04-20,PRJ-012,cloudsync-storage,34.13,49.19,95.8,99.886,0.065,905.0,56.78
2021-04-20,PRJ-013,cloudsync-desktop,40.57,52.84,151.9,99.883,0.067,1092.0,55.77
2021-04-20,PRJ-014,visionai-inference,41.74,52.01,29.1,99.867,0.046,1319.0,54.65
2021-04-20,PRJ-015,visionai-training,38.19,51.41,73.0,99.868,0.052,1054.0,54.38
2021-04-20,PRJ-016,visionai-pipeline,33.82,53.05,88.9,99.85,0.057,1151.0,56.37
2021-04-20,PRJ-017,fusionerp-core,34.03,49.29,163.2,99.888,0.066,1198.0,57.39
2021-04-20,PRJ-018,fusionerp-payroll,36.05,53.39,23.1,99.873,0.067,925.0,54.15
2021-04-20,PRJ-019,fusionerp-frontend,41.66,51.36,136.5,99.885,0.044,1185.0,55.1
2021-04-20,PRJ-020,platform-k8s-mesh,40.11,52.93,162.8,99.877,0.07,980.0,56.54
2021-04-20,PRJ-021,platform-logging,34.04,48.74,72.6,99.899,0.033,941.0,57.4
2021-04-20,PRJ-022,platform-monitoring,36.86,49.87,41.4,99.867,0.032,967.0,66.15
2021-04-20,PRJ-023,security-auth-proxy,41.49,49.27,148.3,99.889,0.036,1223.0,55.14
2021-04-20,PRJ-024,security-scanner,38.27,51.23,29.1,99.874,0.052,1122.0,57.39
2021-04-20,PRJ-025,devops-ci-cd,33.64,53.86,145.0,99.864,0.059,1003.0,54.94
2021-04-21,PRJ-001,novacommerce-api,39.7,49.43,136.9,99.882,0.047,929.0,62.72
2021-04-21,PRJ-002,novacommerce-ui,34.81,53.86,148.3,99.899,0.04,1072.0,55.54
2021-04-21,PRJ-003,novacommerce-cart,32.46,53.79,154.8,99.878,0.038,1141.0,57.32
2021-04-21,PRJ-004,novacommerce-checkout,36.28,50.33,96.4,99.868,0.034,1159.0,57.11
2021-04-21,PRJ-005,atlaspay-gateway,36.79,52.1,153.9,99.864,0.045,1229.0,54.89
2021-04-21,PRJ-006,atlaspay-ledger,33.47,51.55,154.6,99.872,0.05,1319.0,56.56
2021-04-21,PRJ-007,atlaspay-portal,35.08,53.85,142.8,99.898,0.069,923.0,55.43
2021-04-21,PRJ-008,insightcrm-api,35.41,48.58,51.3,99.897,0.059,972.0,55.28
2021-04-21,PRJ-009,insightcrm-ui,36.67,50.11,148.6,99.872,0.066,929.0,56.77
2021-04-21,PRJ-010,insightcrm-analytics,36.94,53.86,162.2,99.883,0.072,1017.0,57.7
2021-04-21,PRJ-011,cloudsync-daemon,39.67,54.3,143.2,99.875,0.041,1197.0,55.28
2021-04-21,PRJ-012,cloudsync-storage,35.98,49.66,81.6,99.852,0.071,1000.0,54.52
2021-04-21,PRJ-013,cloudsync-desktop,36.92,52.74,155.5,99.861,0.032,950.0,56.54
2021-04-21,PRJ-014,visionai-inference,91.64,50.55,1595.5,97.142,5.081,1306.0,56.16
2021-04-21,PRJ-015,visionai-training,33.6,51.41,70.1,99.885,0.07,1229.0,57.42
2021-04-21,PRJ-016,visionai-pipeline,36.0,54.32,98.9,99.889,0.069,1222.0,55.95
2021-04-21,PRJ-017,fusionerp-core,40.59,48.2,155.4,99.881,0.038,953.0,54.12
2021-04-21,PRJ-018,fusionerp-payroll,34.55,53.19,45.1,99.877,0.068,940.0,55.53
2021-04-21,PRJ-019,fusionerp-frontend,38.89,48.61,149.1,99.855,0.048,1024.0,54.08
2021-04-21,PRJ-020,platform-k8s-mesh,35.45,51.42,138.4,99.882,0.05,1151.0,55.82
2021-04-21,PRJ-021,platform-logging,40.22,53.56,84.7,99.897,0.061,1183.0,54.41
2021-04-21,PRJ-022,platform-monitoring,40.51,54.05,22.2,99.893,0.065,1260.0,63.06
2021-04-21,PRJ-023,security-auth-proxy,37.07,48.64,145.0,99.879,0.04,1171.0,54.3
2021-04-21,PRJ-024,security-scanner,38.18,52.0,23.0,99.873,0.046,1059.0,57.26
2021-04-21,PRJ-025,devops-ci-cd,41.96,50.9,149.0,99.876,0.037,985.0,55.47
2021-04-22,PRJ-001,novacommerce-api,40.68,48.63,146.5,99.889,0.076,950.0,62.94
2021-04-22,PRJ-002,novacommerce-ui,35.19,50.64,161.5,99.895,0.032,1240.0,57.78
2021-04-22,PRJ-003,novacommerce-cart,40.88,49.86,148.4,99.868,0.073,913.0,56.01
2021-04-22,PRJ-004,novacommerce-checkout,40.3,53.04,90.2,99.888,0.037,1042.0,55.37
2021-04-22,PRJ-005,atlaspay-gateway,33.1,51.39,137.4,99.889,0.031,1064.0,54.56
2021-04-22,PRJ-006,atlaspay-ledger,39.87,50.46,136.2,99.885,0.042,1218.0,54.54
2021-04-22,PRJ-007,atlaspay-portal,42.44,53.65,164.6,99.858,0.036,1238.0,56.55
2021-04-22,PRJ-008,insightcrm-api,33.76,54.21,55.1,99.873,0.035,1267.0,56.33
2021-04-22,PRJ-009,insightcrm-ui,35.57,53.54,152.1,99.856,0.075,1126.0,55.46
2021-04-22,PRJ-010,insightcrm-analytics,32.84,50.68,146.6,99.858,0.054,1323.0,54.18
2021-04-22,PRJ-011,cloudsync-daemon,32.59,53.4,157.2,99.902,0.039,1038.0,54.43
2021-04-22,PRJ-012,cloudsync-storage,38.95,51.09,67.7,99.897,0.033,1222.0,57.83
