incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0107,Cache stampede in novacommerce-api for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-04 17:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-04 17:34:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-04 18:29:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-04 19:17:00""}]",Applied mitigation at 18:29:00 by rolling back production deployment DEP-0224 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0224,PR-0114,ADR-0025,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0108,Message lag spike on Kafka partition for security-scanner,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-05 06:10:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-05 06:15:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-05 07:23:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-05 10:25:00""}]",Applied mitigation at 07:23:00 by rolling back production deployment DEP-0226 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0226,PR-0094,ADR-0022,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0109,Database connection pool exhaustion on fusionerp-payroll,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on PostgreSQL, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-06 00:55:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-06 00:58:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-06 01:31:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-06 03:29:00""}]",Applied mitigation at 01:31:00 by rolling back production deployment DEP-0229 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0229,PR-0095,ADR-0021,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0110,Unoptimized query on novacommerce-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-07 10:04:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-07 10:19:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-07 11:13:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-07 14:53:00""}]",Applied mitigation at 11:13:00 by rolling back production deployment DEP-0231 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0231,PR-0116,ADR-0025,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0111,Cache stampede in fusionerp-frontend for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-09 08:14:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-09 08:16:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-09 09:36:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-09 12:33:00""}]",Applied mitigation at 09:36:00 by rolling back production deployment DEP-0239 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0239,PR-0126,ADR-0028,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0112,Cache stampede in fusionerp-payroll for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-09 13:15:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-09 13:28:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-09 14:43:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-09 15:18:00""}]",Applied mitigation at 14:43:00 by rolling back production deployment DEP-0233 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0233,PR-0118,ADR-0027,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0113,Message lag spike on Kafka partition for fusionerp-frontend,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-09 20:30:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-09 20:33:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-09 21:14:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-09 23:50:00""}]",Applied mitigation at 21:14:00 by rolling back production deployment DEP-0237 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0237,PR-0125,ADR-0028,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0114,Unoptimized query on novacommerce-cart database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-09 22:12:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-09 22:27:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-09 23:45:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-10 02:37:00""}]",Applied mitigation at 23:45:00 by rolling back production deployment DEP-0235 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0235,PR-0124,ADR-0031,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0115,Routing loop in Istio service mesh for cloudsync-daemon,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-10 09:09:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-10 09:18:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-10 10:21:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-10 13:26:00""}]",Applied mitigation at 10:21:00 by rolling back production deployment DEP-0241 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0241,PR-0122,ADR-0032,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0116,Out of memory (OOM) crash in insightcrm-analytics pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-11 10:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-11 10:28:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-11 11:25:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-11 14:59:00""}]",Applied mitigation at 11:25:00 by rolling back production deployment DEP-0243 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0243,PR-0130,ADR-0029,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0117,Message lag spike on Kafka partition for novacommerce-cart,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-12 05:56:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-12 06:01:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-12 06:30:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-12 09:19:00""}]",Applied mitigation at 06:30:00 by rolling back production deployment DEP-0245 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0245,PR-0121,ADR-0033,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0118,Out of memory (OOM) crash in platform-logging pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-13 05:01:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-13 05:15:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-13 06:32:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-13 09:37:00""}]",Applied mitigation at 06:32:00 by rolling back production deployment DEP-0247 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0247,PR-0102,ADR-0023,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0119,Database connection pool exhaustion on fusionerp-frontend,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-14 09:21:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-14 09:35:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-14 10:31:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-14 14:21:00""}]",Applied mitigation at 10:31:00 by rolling back production deployment DEP-0249 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0249,PR-0123,ADR-0028,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0120,Out of memory (OOM) crash in visionai-training pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-15 15:09:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-15 15:20:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-15 15:36:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-15 17:50:00""}]",Applied mitigation at 15:36:00 by rolling back production deployment DEP-0251 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0251,PR-0104,ADR-0024,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0121,Cache stampede in insightcrm-analytics for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-19 06:33:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-19 06:45:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-19 07:20:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-19 09:48:00""}]",Applied mitigation at 07:20:00 by rolling back production deployment DEP-0256 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0256,PR-0129,ADR-0030,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0122,Routing loop in Istio service mesh for atlaspay-portal,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-19 09:28:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-19 09:40:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-19 10:41:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-19 11:21:00""}]",Applied mitigation at 10:41:00 by rolling back production deployment DEP-0258 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0258,PR-0132,ADR-0034,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0123,Unoptimized query on novacommerce-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-20 00:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-20 00:37:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-20 01:05:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-20 04:13:00""}]",Applied mitigation at 01:05:00 by rolling back production deployment DEP-0253 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0253,PR-0109,ADR-0025,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0124,Out of memory (OOM) crash in cloudsync-daemon pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (1Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-20 16:16:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-20 16:20:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-05-20 17:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-20 18:40:00""}]",Applied mitigation at 17:46:00 by rolling back production deployment DEP-0260 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0260,PR-0137,ADR-0032,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0125,Routing loop in Istio service mesh for novacommerce-cart,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-21 04:08:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-21 04:10:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-21 05:36:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-21 08:43:00""}]",Applied mitigation at 05:36:00 by rolling back production deployment DEP-0267 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0267,PR-0140,ADR-0033,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0126,Unoptimized query on atlaspay-ledger database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-21 09:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-21 09:34:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-21 10:45:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-21 12:48:00""}]",Applied mitigation at 10:45:00 by rolling back production deployment DEP-0262 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0262,PR-0113,ADR-0026,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0127,Cache stampede in novacommerce-cart for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-22 01:47:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-22 01:59:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-22 02:29:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-22 04:31:00""}]",Applied mitigation at 02:29:00 by rolling back production deployment DEP-0265 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0265,PR-0138,ADR-0033,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0128,Out of memory (OOM) crash in fusionerp-payroll pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-23 07:47:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-23 07:50:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-23 08:58:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-23 10:44:00""}]",Applied mitigation at 08:58:00 by rolling back production deployment DEP-0269 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0269,PR-0115,ADR-0027,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0129,Message lag spike on Kafka partition for atlaspay-ledger,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-23 14:40:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-23 14:52:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-23 16:22:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-23 19:07:00""}]",Applied mitigation at 16:22:00 by rolling back production deployment DEP-0271 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0271,PR-0136,ADR-0036,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0130,Unoptimized query on novacommerce-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-23 14:53:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-23 15:01:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-23 16:15:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-23 16:45:00""}]",Applied mitigation at 16:15:00 by rolling back production deployment DEP-0273 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0273,PR-0141,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0131,Unoptimized query on novacommerce-cart database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-26 10:46:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-26 11:01:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-26 11:29:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-26 15:27:00""}]",Applied mitigation at 11:29:00 by rolling back production deployment DEP-0276 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0276,PR-0135,ADR-0031,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0132,Unoptimized query on atlaspay-portal database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-27 00:24:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-27 00:38:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-27 01:10:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-27 04:56:00""}]",Applied mitigation at 01:10:00 by rolling back production deployment DEP-0278 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0278,PR-0144,ADR-0034,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0133,Message lag spike on Kafka partition for fusionerp-payroll,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-27 02:20:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-27 02:33:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-27 03:33:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-27 06:08:00""}]",Applied mitigation at 03:33:00 by rolling back production deployment DEP-0280 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0280,PR-0139,ADR-0037,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0134,Unoptimized query on fusionerp-frontend database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-29 22:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-29 22:36:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-05-29 23:49:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-30 03:49:00""}]",Applied mitigation at 23:49:00 by rolling back production deployment DEP-0282 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0282,PR-0120,ADR-0028,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0135,Message lag spike on Kafka partition for atlaspay-ledger,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-05-29 22:44:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-05-29 22:46:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-05-29 23:57:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-05-30 01:54:00""}]",Applied mitigation at 23:57:00 by rolling back production deployment DEP-0284 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0284,PR-0148,ADR-0036,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0136,Out of memory (OOM) crash in atlaspay-portal pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-01 09:35:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-01 09:45:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-01 10:52:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-01 14:08:00""}]",Applied mitigation at 10:52:00 by rolling back production deployment DEP-0287 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0287,PR-0143,ADR-0034,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0137,Routing loop in Istio service mesh for insightcrm-analytics,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-02 04:13:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-02 04:23:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-06-02 05:10:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-02 06:05:00""}]",Applied mitigation at 05:10:00 by rolling back production deployment DEP-0289 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0289,PR-0127,ADR-0029,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
