deployment_id,environment,timestamp,pipeline_run,duration_seconds,status,rollback,linked_pr,linked_adr
DEP-0193,staging,2021-04-19 00:28:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/94168,180,Success,False,PR-0099,ADR-0025
DEP-0194,production,2021-04-19 14:28:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/50409,144,Success,False,PR-0099,ADR-0025
DEP-0195,staging,2021-04-20 00:12:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/31700,173,Success,False,PR-0097,
DEP-0196,production,2021-04-20 06:12:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/52720,278,Success,False,PR-0097,
DEP-0197,staging,2021-04-21 00:18:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/34891,235,Success,False,PR-0101,
DEP-0198,production,2021-04-21 03:18:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/83884,232,Success,False,PR-0101,
DEP-0199,staging,2021-04-22 00:12:00,https://github.com/novatech-solutions/platform-infra/actions/runs/83209,197,Success,False,PR-0082,ADR-0020
DEP-0200,production,2021-04-22 03:12:00,https://github.com/novatech-solutions/platform-infra/actions/runs/36321,342,Success,False,PR-0082,ADR-0020
DEP-0201,staging,2021-04-23 00:09:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/87445,78,Success,False,PR-0103,
DEP-0202,production,2021-04-23 22:09:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/41043,110,Failed,True,PR-0103,
DEP-0203,staging,2021-04-23 00:19:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/42383,175,Failed,False,PR-0107,ADR-0027
DEP-0204,staging,2021-04-23 00:54:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/42383,161,Success,False,PR-0107,ADR-0027
DEP-0205,production,2021-04-23 01:54:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/35322,253,Success,False,PR-0107,ADR-0027
DEP-0206,staging,2021-04-25 00:30:00,https://github.com/novatech-solutions/platform-infra/actions/runs/51733,228,Success,False,PR-0105,ADR-0023
DEP-0207,production,2021-04-25 19:30:00,https://github.com/novatech-solutions/platform-infra/actions/runs/81276,259,Success,False,PR-0105,ADR-0023
DEP-0208,staging,2021-04-26 00:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/97450,148,Success,False,PR-0112,ADR-0024
DEP-0209,production,2021-04-26 03:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/15154,230,Success,False,PR-0112,ADR-0024
DEP-0210,staging,2021-04-28 00:26:00,https://github.com/novatech-solutions/platform-infra/actions/runs/66568,127,Success,False,PR-0108,ADR-0023
DEP-0211,production,2021-04-28 16:26:00,https://github.com/novatech-solutions/platform-infra/actions/runs/91631,324,Success,False,PR-0108,ADR-0023
DEP-0212,staging,2021-04-30 00:21:00,https://github.com/novatech-solutions/platform-infra/actions/runs/23644,80,Success,False,PR-0106,ADR-0023
DEP-0213,production,2021-04-30 17:21:00,https://github.com/novatech-solutions/platform-infra/actions/runs/22616,163,Failed,True,PR-0106,ADR-0023
DEP-0214,staging,2021-05-01 00:29:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/67571,72,Failed,False,PR-0119,
DEP-0215,staging,2021-05-01 01:23:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/67571,54,Success,False,PR-0119,
DEP-0216,production,2021-05-01 12:23:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/51697,276,Success,False,PR-0119,
DEP-0217,staging,2021-05-02 00:22:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/99642,235,Success,False,PR-0111,ADR-0025
DEP-0218,production,2021-05-02 15:22:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/42997,113,Failed,True,PR-0111,ADR-0025
DEP-0219,staging,2021-05-03 00:09:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/67408,237,Success,False,PR-0110,ADR-0024
DEP-0220,production,2021-05-03 15:09:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/72719,298,Success,False,PR-0110,ADR-0024
DEP-0221,staging,2021-05-03 00:27:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/45549,155,Success,False,PR-0117,ADR-0027
DEP-0222,production,2021-05-03 19:27:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/73681,105,Success,False,PR-0117,ADR-0027
DEP-0223,staging,2021-05-04 00:30:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/93130,200,Success,False,PR-0114,ADR-0025
DEP-0224,production,2021-05-04 16:30:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/26654,343,Success,False,PR-0114,ADR-0025
DEP-0225,staging,2021-05-05 00:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/69733,152,Success,False,PR-0094,ADR-0022
DEP-0226,production,2021-05-05 04:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/62828,149,Failed,True,PR-0094,ADR-0022
DEP-0227,staging,2021-05-05 00:28:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/33577,171,Failed,False,PR-0095,ADR-0021
DEP-0228,staging,2021-05-05 01:36:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/33577,175,Success,False,PR-0095,ADR-0021
DEP-0229,production,2021-05-05 23:36:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/92658,357,Success,False,PR-0095,ADR-0021
DEP-0230,staging,2021-05-07 00:29:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/39996,182,Success,False,PR-0116,ADR-0025
DEP-0231,production,2021-05-07 09:29:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/95684,120,Success,False,PR-0116,ADR-0025
DEP-0232,staging,2021-05-09 00:30:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/81062,161,Success,False,PR-0118,ADR-0027
DEP-0233,production,2021-05-09 11:30:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/48088,239,Success,False,PR-0118,ADR-0027
DEP-0234,staging,2021-05-09 00:17:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/95766,221,Success,False,PR-0124,ADR-0031
DEP-0235,production,2021-05-09 21:17:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/76347,296,Success,False,PR-0124,ADR-0031
DEP-0236,staging,2021-05-09 00:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/89348,189,Success,False,PR-0125,ADR-0028
DEP-0237,production,2021-05-09 20:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/29078,212,Success,False,PR-0125,ADR-0028
DEP-0238,staging,2021-05-09 00:07:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/40073,231,Success,False,PR-0126,ADR-0028
DEP-0239,production,2021-05-09 07:07:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/48973,232,Success,False,PR-0126,ADR-0028
DEP-0240,staging,2021-05-10 00:09:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/52642,214,Success,False,PR-0122,ADR-0032
DEP-0241,production,2021-05-10 07:09:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/64565,267,Success,False,PR-0122,ADR-0032
DEP-0242,staging,2021-05-11 00:13:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/47121,63,Success,False,PR-0130,ADR-0029
DEP-0243,production,2021-05-11 10:13:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/13249,222,Success,False,PR-0130,ADR-0029
DEP-0244,staging,2021-05-12 00:29:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/48166,226,Success,False,PR-0121,ADR-0033
DEP-0245,production,2021-05-12 04:29:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/22023,200,Success,False,PR-0121,ADR-0033
DEP-0246,staging,2021-05-13 00:18:00,https://github.com/novatech-solutions/platform-infra/actions/runs/47727,158,Success,False,PR-0102,ADR-0023
DEP-0247,production,2021-05-13 04:18:00,https://github.com/novatech-solutions/platform-infra/actions/runs/18179,117,Success,False,PR-0102,ADR-0023
DEP-0248,staging,2021-05-14 00:12:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/12080,210,Success,False,PR-0123,ADR-0028
DEP-0249,production,2021-05-14 09:12:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/44833,315,Failed,True,PR-0123,ADR-0028
DEP-0250,staging,2021-05-15 00:30:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/15126,93,Success,False,PR-0104,ADR-0024
DEP-0251,production,2021-05-15 14:30:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/12815,292,Success,False,PR-0104,ADR-0024
DEP-0252,staging,2021-05-19 00:16:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/13427,188,Success,False,PR-0109,ADR-0025
DEP-0253,production,2021-05-19 23:16:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/64890,256,Success,False,PR-0109,ADR-0025
DEP-0254,staging,2021-05-19 00:23:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/83290,93,Failed,False,PR-0129,ADR-0030
DEP-0255,staging,2021-05-19 01:35:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/83290,110,Success,False,PR-0129,ADR-0030
DEP-0256,production,2021-05-19 05:35:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/75640,116,Success,False,PR-0129,ADR-0030
DEP-0257,staging,2021-05-19 00:21:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/28445,172,Success,False,PR-0132,ADR-0034
DEP-0258,production,2021-05-19 09:21:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/72570,121,Success,False,PR-0132,ADR-0034
DEP-0259,staging,2021-05-20 00:15:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/68284,203,Success,False,PR-0137,ADR-0032
DEP-0260,production,2021-05-20 15:15:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/88456,284,Success,False,PR-0137,ADR-0032
DEP-0261,staging,2021-05-21 00:18:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/68326,160,Success,False,PR-0113,ADR-0026
DEP-0262,production,2021-05-21 08:18:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/78428,251,Success,False,PR-0113,ADR-0026
DEP-0263,staging,2021-05-21 00:27:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/18132,171,Failed,False,PR-0138,ADR-0033
DEP-0264,staging,2021-05-21 01:02:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/18132,171,Success,False,PR-0138,ADR-0033
DEP-0265,production,2021-05-22 00:02:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/58705,360,Success,False,PR-0138,ADR-0033
DEP-0266,staging,2021-05-21 00:30:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/85408,129,Success,False,PR-0140,ADR-0033
DEP-0267,production,2021-05-21 03:30:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/55894,289,Success,False,PR-0140,ADR-0033
DEP-0268,staging,2021-05-23 00:07:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/86618,187,Success,False,PR-0115,ADR-0027
DEP-0269,production,2021-05-23 06:07:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/67821,163,Failed,True,PR-0115,ADR-0027
DEP-0270,staging,2021-05-23 00:07:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/28581,141,Success,False,PR-0136,ADR-0036
DEP-0271,production,2021-05-23 13:07:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/77269,152,Success,False,PR-0136,ADR-0036
DEP-0272,staging,2021-05-23 00:18:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/86682,230,Success,False,PR-0141,
DEP-0273,production,2021-05-23 14:18:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/28391,332,Success,False,PR-0141,
DEP-0274,staging,2021-05-26 00:05:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/43459,171,Failed,False,PR-0135,ADR-0031
DEP-0275,staging,2021-05-26 01:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/43459,171,Success,False,PR-0135,ADR-0031
DEP-0276,production,2021-05-26 10:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/38674,216,Success,False,PR-0135,ADR-0031
DEP-0277,staging,2021-05-26 00:09:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/22006,201,Success,False,PR-0144,ADR-0034
DEP-0278,production,2021-05-26 23:09:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/37366,298,Success,False,PR-0144,ADR-0034
DEP-0279,staging,2021-05-27 00:13:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/39899,83,Success,False,PR-0139,ADR-0037
DEP-0280,production,2021-05-27 01:13:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/99162,245,Success,False,PR-0139,ADR-0037
DEP-0281,staging,2021-05-29 00:12:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/58758,96,Success,False,PR-0120,ADR-0028
DEP-0282,production,2021-05-29 21:12:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/97582,148,Success,False,PR-0120,ADR-0028
DEP-0283,staging,2021-05-29 00:15:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/88959,224,Success,False,PR-0148,ADR-0036
DEP-0284,production,2021-05-29 22:15:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/82955,265,Success,False,PR-0148,ADR-0036
DEP-0285,staging,2021-06-01 00:30:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/75488,197,Failed,False,PR-0143,ADR-0034
DEP-0286,staging,2021-06-01 01:44:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/75488,201,Success,False,PR-0143,ADR-0034
DEP-0287,production,2021-06-01 07:44:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/46798,91,Success,False,PR-0143,ADR-0034
DEP-0288,staging,2021-06-02 00:18:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/18331,67,Success,False,PR-0127,ADR-0029
DEP-0289,production,2021-06-02 02:18:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/85063,123,Success,False,PR-0127,ADR-0029
DEP-0290,staging,2021-06-05 00:16:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/59249,77,Success,False,PR-0128,ADR-0030
DEP-0291,production,2021-06-05 03:16:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/29466,193,Success,False,PR-0128,ADR-0030
DEP-0292,staging,2021-06-08 00:23:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/52497,170,Success,False,PR-0131,ADR-0031
DEP-0293,production,2021-06-08 07:23:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/24785,287,Failed,True,PR-0131,ADR-0031
DEP-0294,staging,2021-06-08 00:14:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/20073,231,Success,False,PR-0147,ADR-0035
DEP-0295,production,2021-06-08 18:14:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/83280,335,Success,False,PR-0147,ADR-0035
DEP-0296,staging,2021-06-08 00:16:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/70802,118,Success,False,PR-0151,ADR-0037
DEP-0297,production,2021-06-08 10:16:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/60434,193,Success,False,PR-0151,ADR-0037
DEP-0298,staging,2021-06-09 00:25:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/18598,146,Success,False,PR-0133,ADR-0032
DEP-0299,production,2021-06-09 10:25:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/22780,288,Success,False,PR-0133,ADR-0032
DEP-0300,staging,2021-06-10 00:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/20425,233,Failed,False,PR-0155,
DEP-0301,staging,2021-06-10 00:59:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/20425,232,Success,False,PR-0155,
DEP-0302,production,2021-06-10 03:59:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/18750,171,Success,False,PR-0155,
DEP-0303,staging,2021-06-11 00:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/91929,227,Success,False,PR-0134,ADR-0033
DEP-0304,production,2021-06-11 20:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/81606,198,Success,False,PR-0134,ADR-0033
DEP-0305,staging,2021-06-15 00:19:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/99505,71,Success,False,PR-0158,
DEP-0306,production,2021-06-15 13:19:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/95181,210,Success,False,PR-0158,
DEP-0307,staging,2021-06-18 00:10:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/87251,189,Success,False,PR-0142,ADR-0034
DEP-0308,production,2021-06-18 15:10:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/70433,273,Success,False,PR-0142,ADR-0034
DEP-0309,staging,2021-06-19 00:12:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/58168,178,Success,False,PR-0153,
DEP-0310,production,2021-06-19 14:12:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/94337,241,Success,False,PR-0153,
DEP-0311,staging,2021-06-20 00:08:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/50373,211,Success,False,PR-0156,ADR-0038
DEP-0312,production,2021-06-20 12:08:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/26566,335,Success,False,PR-0156,ADR-0038
DEP-0313,staging,2021-06-21 00:29:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/10815,129,Success,False,PR-0145,ADR-0035
DEP-0314,production,2021-06-21 07:29:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/86598,224,Success,False,PR-0145,ADR-0035
DEP-0315,staging,2021-06-21 00:14:00,https://github.com/novatech-solutions/platform-infra/actions/runs/41016,109,Success,False,PR-0154,ADR-0039
DEP-0316,production,2021-06-21 01:14:00,https://github.com/novatech-solutions/platform-infra/actions/runs/43351,352,Success,False,PR-0154,ADR-0039
DEP-0317,staging,2021-06-22 00:28:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/27712,99,Success,False,PR-0146,ADR-0036
DEP-0318,production,2021-06-22 12:28:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/26419,220,Success,False,PR-0146,ADR-0036
DEP-0319,staging,2021-06-26 00:10:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/43981,78,Success,False,PR-0149,ADR-0037
DEP-0320,production,2021-06-26 03:10:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/36561,290,Success,False,PR-0149,ADR-0037
DEP-0321,staging,2021-06-27 00:09:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/79194,140,Success,False,PR-0157,ADR-0041
DEP-0322,production,2021-06-27 14:09:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/37666,210,Success,False,PR-0157,ADR-0041
DEP-0323,staging,2021-06-27 00:28:00,https://github.com/novatech-solutions/platform-infra/actions/runs/37991,227,Success,False,PR-0161,ADR-0039
DEP-0324,production,2021-06-27 01:28:00,https://github.com/novatech-solutions/platform-infra/actions/runs/92396,140,Success,False,PR-0161,ADR-0039
DEP-0325,staging,2021-07-04 00:12:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/97962,91,Success,False,PR-0159,
DEP-0326,production,2021-07-04 21:12:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/28308,342,Success,False,PR-0159,
DEP-0327,staging,2021-07-05 00:11:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/71521,167,Success,False,PR-0152,ADR-0038
DEP-0328,production,2021-07-05 23:11:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/77060,117,Success,False,PR-0152,ADR-0038
DEP-0329,staging,2021-07-08 00:10:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/37695,91,Success,False,PR-0168,ADR-0043
DEP-0330,production,2021-07-09 00:10:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/29901,180,Success,False,PR-0168,ADR-0043
DEP-0331,staging,2021-07-08 00:07:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/23610,79,Success,False,PR-0171,ADR-0043
DEP-0332,production,2021-07-08 17:07:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/96853,200,Success,False,PR-0171,ADR-0043
DEP-0333,staging,2021-07-08 00:28:00,https://github.com/novatech-solutions/platform-infra/actions/runs/86644,183,Success,False,PR-0172,ADR-0042
DEP-0334,production,2021-07-08 19:28:00,https://github.com/novatech-solutions/platform-infra/actions/runs/37080,202,Success,False,PR-0172,ADR-0042
DEP-0335,staging,2021-07-09 00:06:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/34673,76,Success,False,PR-0165,ADR-0040
DEP-0336,production,2021-07-09 17:06:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/92611,132,Success,False,PR-0165,ADR-0040
DEP-0337,staging,2021-07-10 00:25:00,https://github.com/novatech-solutions/platform-infra/actions/runs/12753,168,Success,False,PR-0163,ADR-0039
DEP-0338,production,2021-07-10 06:25:00,https://github.com/novatech-solutions/platform-infra/actions/runs/30086,351,Success,False,PR-0163,ADR-0039
DEP-0339,staging,2021-07-11 00:22:00,https://github.com/novatech-solutions/platform-infra/actions/runs/97017,228,Success,False,PR-0169,ADR-0042
DEP-0340,production,2021-07-12 00:22:00,https://github.com/novatech-solutions/platform-infra/actions/runs/81512,150,Success,False,PR-0169,ADR-0042
DEP-0341,staging,2021-07-13 00:08:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/51654,112,Success,False,PR-0170,ADR-0041
DEP-0342,production,2021-07-13 21:08:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/65267,355,Success,False,PR-0170,ADR-0041
DEP-0343,staging,2021-07-15 00:10:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/58399,123,Failed,False,PR-0173,ADR-0043
DEP-0344,staging,2021-07-15 01:12:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/58399,138,Success,False,PR-0173,ADR-0043
DEP-0345,production,2021-07-15 02:12:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/69232,358,Success,False,PR-0173,ADR-0043
DEP-0346,staging,2021-07-21 00:20:00,https://github.com/novatech-solutions/platform-infra/actions/runs/67099,211,Success,False,PR-0160,ADR-0039
DEP-0347,production,2021-07-21 17:20:00,https://github.com/novatech-solutions/platform-infra/actions/runs/82939,298,Success,False,PR-0160,ADR-0039
DEP-0348,staging,2021-07-21 00:20:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/46631,105,Success,False,PR-0175,ADR-0044
DEP-0349,production,2021-07-21 10:20:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/30775,229,Success,False,PR-0175,ADR-0044
DEP-0350,staging,2021-07-23 00:11:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/79421,207,Success,False,PR-0177,
DEP-0351,production,2021-07-24 00:11:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/45624,285,Failed,True,PR-0177,
DEP-0352,staging,2021-07-24 00:21:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/86515,236,Success,False,PR-0182,
DEP-0353,production,2021-07-24 06:21:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/13837,331,Success,False,PR-0182,
DEP-0354,staging,2021-07-25 00:09:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/58842,184,Success,False,PR-0162,ADR-0040
DEP-0355,production,2021-07-25 09:09:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/93947,168,Failed,True,PR-0162,ADR-0040
DEP-0356,staging,2021-07-27 00:13:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/14846,201,Success,False,PR-0164,ADR-0041
DEP-0357,production,2021-07-27 03:13:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/80894,288,Success,False,PR-0164,ADR-0041
DEP-0358,staging,2021-07-27 00:23:00,https://github.com/novatech-solutions/security-tools/actions/runs/62646,113,Success,False,PR-0183,ADR-0046
DEP-0359,production,2021-07-27 07:23:00,https://github.com/novatech-solutions/security-tools/actions/runs/54022,145,Success,False,PR-0183,ADR-0046
DEP-0360,staging,2021-07-28 00:24:00,https://github.com/novatech-solutions/platform-infra/actions/runs/59176,190,Success,False,PR-0166,ADR-0042
DEP-0361,production,2021-07-28 14:24:00,https://github.com/novatech-solutions/platform-infra/actions/runs/45802,144,Success,False,PR-0166,ADR-0042
DEP-0362,staging,2021-07-28 00:06:00,https://github.com/novatech-solutions/security-tools/actions/runs/80618,129,Success,False,PR-0191,
DEP-0363,production,2021-07-28 09:06:00,https://github.com/novatech-solutions/security-tools/actions/runs/52514,231,Success,False,PR-0191,
DEP-0364,staging,2021-07-30 00:12:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/34678,205,Success,False,PR-0167,ADR-0043
DEP-0365,production,2021-07-30 21:12:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/34911,303,Success,False,PR-0167,ADR-0043
DEP-0366,staging,2021-07-30 00:11:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/68319,234,Success,False,PR-0180,ADR-0049
DEP-0367,production,2021-07-30 02:11:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/19395,126,Success,False,PR-0180,ADR-0049
DEP-0368,staging,2021-07-30 00:20:00,https://github.com/novatech-solutions/security-tools/actions/runs/59519,211,Success,False,PR-0188,ADR-0047
DEP-0369,production,2021-07-30 14:20:00,https://github.com/novatech-solutions/security-tools/actions/runs/50095,239,Success,False,PR-0188,ADR-0047
DEP-0370,staging,2021-07-30 00:26:00,https://github.com/novatech-solutions/security-tools/actions/runs/78082,155,Success,False,PR-0190,ADR-0047
DEP-0371,production,2021-07-30 22:26:00,https://github.com/novatech-solutions/security-tools/actions/runs/78762,120,Success,False,PR-0190,ADR-0047
DEP-0372,staging,2021-07-31 00:27:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/71681,149,Success,False,PR-0184,ADR-0045
DEP-0373,production,2021-07-31 04:27:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/60350,112,Success,False,PR-0184,ADR-0045
DEP-0374,staging,2021-07-31 00:08:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/33055,63,Success,False,PR-0187,ADR-0050
DEP-0375,production,2021-07-31 06:08:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/87241,263,Success,False,PR-0187,ADR-0050
DEP-0376,staging,2021-08-04 00:18:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/78291,149,Success,False,PR-0189,ADR-0048
DEP-0377,production,2021-08-04 11:18:00,https://github.com/novatech-solutions/atlaspay-frontend/actions/runs/33298,178,Success,False,PR-0189,ADR-0048
DEP-0378,staging,2021-08-04 00:29:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/13000,152,Success,False,PR-0192,ADR-0051
DEP-0379,production,2021-08-04 20:29:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/38111,237,Success,False,PR-0192,ADR-0051
DEP-0380,staging,2021-08-05 00:18:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/80003,129,Success,False,PR-0174,ADR-0044
DEP-0381,production,2021-08-05 17:18:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/79968,237,Success,False,PR-0174,ADR-0044
DEP-0382,staging,2021-08-08 00:26:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/61760,233,Success,False,PR-0200,ADR-0051
DEP-0383,production,2021-08-09 00:26:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/74978,145,Success,False,PR-0200,ADR-0051
