feedback_id,sprint,project_id,adr_id,employee_id,difficulty_rating,opinion,suggestion
FDB-00521,Sprint-2024-W15,PRJ-004,ADR-0276,EMP-173,1,Regarding ADR-0276 (Adopt PostgreSQL for novacommerce-checkout database storage): The team found the design in ADR-0276 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0276.
FDB-00522,Sprint-2024-W19,PRJ-015,ADR-0245,EMP-238,2,Regarding ADR-0245 (Implement Redis cache layer for visionai-training): The team found the design in ADR-0245 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0245.
FDB-00523,Sprint-2025-W23,PRJ-006,ADR-0302,EMP-163,4,Regarding ADR-0302 (Implement Redis cache layer for atlaspay-ledger): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0302.
FDB-00524,Sprint-2021-W48,PRJ-021,ADR-0445,EMP-129,3,"Regarding ADR-0445 (Implement Memcached cache layer for platform-logging): Implementing this decision on platform-logging was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0445.
FDB-00525,Sprint-2025-W37,PRJ-004,ADR-0243,EMP-010,3,Regarding ADR-0243 (Use AWS ECS to deploy novacommerce-checkout to AWS): The team found the design in ADR-0243 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0243.
FDB-00526,Sprint-2021-W52,PRJ-025,ADR-0057,EMP-056,2,Regarding ADR-0057 (Implement Memcached cache layer for devops-ci-cd): We hit some performance hiccups under load on devops-ci-cd after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0057.
FDB-00527,Sprint-2021-W22,PRJ-006,ADR-0465,EMP-085,3,Regarding ADR-0465 (Use AWS ECS to deploy atlaspay-ledger to AWS): The team found the design in ADR-0465 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0465.
FDB-00528,Sprint-2023-W02,PRJ-008,,EMP-198,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00529,Sprint-2021-W14,PRJ-015,ADR-0083,EMP-137,3,"Regarding ADR-0083 (Use AWS ECS to deploy visionai-training to AWS): Implementing this decision on visionai-training was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0083.
FDB-00530,Sprint-2025-W11,PRJ-011,,EMP-112,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-00531,Sprint-2021-W34,PRJ-016,,EMP-220,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-00532,Sprint-2024-W15,PRJ-009,,EMP-102,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00533,Sprint-2025-W41,PRJ-017,,EMP-137,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00534,Sprint-2023-W36,PRJ-003,,EMP-119,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00535,Sprint-2022-W48,PRJ-019,,EMP-173,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00536,Sprint-2023-W10,PRJ-015,,EMP-243,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-00537,Sprint-2022-W24,PRJ-020,,EMP-174,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Improve CI build times for platform-k8s-mesh repository. Currently taking > 15 minutes.
FDB-00538,Sprint-2025-W09,PRJ-001,,EMP-106,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-00539,Sprint-2023-W46,PRJ-020,,EMP-017,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of platform-k8s-mesh; it has too much technical debt.
FDB-00540,Sprint-2021-W08,PRJ-015,,EMP-038,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00541,Sprint-2025-W31,PRJ-010,,EMP-039,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for insightcrm-analytics repository. Currently taking > 15 minutes.
FDB-00542,Sprint-2024-W21,PRJ-017,ADR-0424,EMP-242,2,Regarding ADR-0424 (Adopt Cassandra for fusionerp-core database storage): The team found the design in ADR-0424 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0424.
FDB-00543,Sprint-2022-W16,PRJ-024,,EMP-047,1,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for security-scanner repository. Currently taking > 15 minutes.
FDB-00544,Sprint-2022-W20,PRJ-019,,EMP-226,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00545,Sprint-2022-W32,PRJ-025,,EMP-089,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00546,Sprint-2022-W18,PRJ-014,,EMP-051,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of visionai-inference; it has too much technical debt.
FDB-00547,Sprint-2022-W24,PRJ-013,,EMP-163,1,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00548,Sprint-2024-W31,PRJ-002,,EMP-072,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of novacommerce-ui; it has too much technical debt.
FDB-00549,Sprint-2021-W32,PRJ-024,,EMP-084,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Enforce standard code linter rules globally.
FDB-00550,Sprint-2022-W26,PRJ-014,ADR-0335,EMP-144,3,"Regarding ADR-0335 (Introduce RabbitMQ for decoupled communications in visionai-inference): Implementing this decision on visionai-inference was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0335.
FDB-00551,Sprint-2021-W34,PRJ-023,,EMP-121,1,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00552,Sprint-2022-W42,PRJ-016,ADR-0263,EMP-060,3,Regarding ADR-0263 (Introduce RabbitMQ for decoupled communications in visionai-pipeline): The team found the design in ADR-0263 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0263.
FDB-00553,Sprint-2024-W51,PRJ-016,,EMP-004,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-00554,Sprint-2022-W40,PRJ-011,,EMP-154,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Refactor the billing module of cloudsync-daemon; it has too much technical debt.
FDB-00555,Sprint-2023-W28,PRJ-023,ADR-0349,EMP-194,4,Regarding ADR-0349 (Adopt MongoDB for security-auth-proxy database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0349.
FDB-00556,Sprint-2021-W00,PRJ-025,,EMP-153,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00557,Sprint-2024-W33,PRJ-008,ADR-0454,EMP-119,3,Regarding ADR-0454 (Adopt MySQL for insightcrm-api database storage): The team found the design in ADR-0454 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0454.
FDB-00558,Sprint-2021-W32,PRJ-018,ADR-0089,EMP-109,2,"Regarding ADR-0089 (Migrate fusionerp-payroll frontend architecture to Vue.js): Implementing this decision on fusionerp-payroll was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0089.
FDB-00559,Sprint-2024-W17,PRJ-014,ADR-0274,EMP-219,2,Regarding ADR-0274 (Implement Redis cache layer for visionai-inference): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0274.
FDB-00560,Sprint-2025-W41,PRJ-023,,EMP-219,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-00561,Sprint-2021-W04,PRJ-009,ADR-0226,EMP-224,2,"Regarding ADR-0226 (Use Kubernetes to deploy insightcrm-ui to AWS): Implementing this decision on insightcrm-ui was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0226.
FDB-00562,Sprint-2021-W50,PRJ-010,,EMP-056,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Improve CI build times for insightcrm-analytics repository. Currently taking > 15 minutes.
FDB-00563,Sprint-2021-W28,PRJ-011,ADR-0323,EMP-087,3,Regarding ADR-0323 (Adopt DynamoDB for cloudsync-daemon database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0323.
FDB-00564,Sprint-2021-W36,PRJ-020,ADR-0435,EMP-125,3,Regarding ADR-0435 (Migrate platform-k8s-mesh frontend architecture to Angular): We hit some performance hiccups under load on platform-k8s-mesh after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0435.
FDB-00565,Sprint-2025-W47,PRJ-013,,EMP-207,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00566,Sprint-2024-W11,PRJ-013,,EMP-167,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-00567,Sprint-2025-W25,PRJ-017,ADR-0084,EMP-172,3,Regarding ADR-0084 (Introduce NATS for decoupled communications in fusionerp-core): We hit some performance hiccups under load on fusionerp-core after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0084.
FDB-00568,Sprint-2025-W27,PRJ-006,,EMP-119,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for atlaspay-ledger repository. Currently taking > 15 minutes.
FDB-00569,Sprint-2025-W03,PRJ-006,,EMP-122,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-00570,Sprint-2022-W32,PRJ-021,,EMP-201,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-00571,Sprint-2025-W35,PRJ-025,,EMP-062,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-00572,Sprint-2022-W42,PRJ-002,ADR-0326,EMP-208,3,Regarding ADR-0326 (Migrate novacommerce-ui frontend architecture to Angular): The team found the design in ADR-0326 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0326.
FDB-00573,Sprint-2021-W18,PRJ-011,,EMP-193,1,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of cloudsync-daemon; it has too much technical debt.
FDB-00574,Sprint-2025-W45,PRJ-007,,EMP-160,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-00575,Sprint-2022-W34,PRJ-008,ADR-0379,EMP-022,2,Regarding ADR-0379 (Introduce AWS SQS for decoupled communications in insightcrm-api): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0379.
FDB-00576,Sprint-2025-W37,PRJ-023,,EMP-197,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00577,Sprint-2024-W05,PRJ-006,ADR-0063,EMP-019,3,Regarding ADR-0063 (Migrate atlaspay-ledger frontend architecture to Svelte): We hit some performance hiccups under load on atlaspay-ledger after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0063.
FDB-00578,Sprint-2022-W16,PRJ-011,,EMP-188,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-00579,Sprint-2025-W21,PRJ-005,ADR-0300,EMP-075,3,"Regarding ADR-0300 (Migrate atlaspay-gateway frontend architecture to Vue.js): Implementing this decision on atlaspay-gateway was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0300.
FDB-00580,Sprint-2023-W30,PRJ-020,ADR-0189,EMP-229,2,"Regarding ADR-0189 (Adopt MySQL for platform-k8s-mesh database storage): Implementing this decision on platform-k8s-mesh was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0189.
FDB-00581,Sprint-2023-W34,PRJ-004,,EMP-100,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of novacommerce-checkout; it has too much technical debt.
FDB-00582,Sprint-2023-W48,PRJ-023,,EMP-016,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-00583,Sprint-2022-W14,PRJ-002,ADR-0291,EMP-024,2,Regarding ADR-0291 (Adopt Cassandra for novacommerce-ui database storage): The team found the design in ADR-0291 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0291.
FDB-00584,Sprint-2024-W15,PRJ-015,,EMP-074,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-00585,Sprint-2024-W37,PRJ-014,,EMP-080,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-00586,Sprint-2024-W39,PRJ-024,,EMP-194,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-00587,Sprint-2023-W24,PRJ-010,ADR-0080,EMP-109,3,Regarding ADR-0080 (Implement Memcached cache layer for insightcrm-analytics): We hit some performance hiccups under load on insightcrm-analytics after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0080.
FDB-00588,Sprint-2023-W14,PRJ-005,,EMP-080,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Enforce standard code linter rules globally.
FDB-00589,Sprint-2022-W36,PRJ-010,,EMP-078,4,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-00590,Sprint-2023-W36,PRJ-019,ADR-0458,EMP-138,1,Regarding ADR-0458 (Use Kubernetes to deploy fusionerp-frontend to AWS): The team found the design in ADR-0458 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0458.
FDB-00591,Sprint-2021-W10,PRJ-008,,EMP-123,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-00592,Sprint-2023-W28,PRJ-018,,EMP-159,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of fusionerp-payroll; it has too much technical debt.
FDB-00593,Sprint-2022-W22,PRJ-004,,EMP-173,5,"Terraform configurations are clean, but applying them in dev environment is slow.",Set up an internal knowledge base detailing API interface contracts.
FDB-00594,Sprint-2023-W04,PRJ-020,,EMP-215,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-00595,Sprint-2025-W43,PRJ-016,ADR-0112,EMP-107,1,Regarding ADR-0112 (Use Kubernetes to deploy visionai-pipeline to AWS): The team found the design in ADR-0112 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0112.
FDB-00596,Sprint-2024-W37,PRJ-002,,EMP-059,5,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-00597,Sprint-2024-W39,PRJ-017,,EMP-093,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-00598,Sprint-2021-W36,PRJ-008,ADR-0454,EMP-236,3,Regarding ADR-0454 (Adopt MySQL for insightcrm-api database storage): The team found the design in ADR-0454 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0454.
FDB-00599,Sprint-2025-W49,PRJ-007,,EMP-193,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00600,Sprint-2021-W12,PRJ-016,,EMP-202,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-00601,Sprint-2022-W42,PRJ-006,,EMP-162,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for atlaspay-ledger repository. Currently taking > 15 minutes.
FDB-00602,Sprint-2022-W40,PRJ-021,ADR-0405,EMP-003,4,"Regarding ADR-0405 (Migrate platform-logging frontend architecture to Svelte): Implementing this decision on platform-logging was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0405.
FDB-00603,Sprint-2023-W38,PRJ-002,,EMP-146,1,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of novacommerce-ui; it has too much technical debt.
FDB-00604,Sprint-2025-W23,PRJ-004,,EMP-045,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Set up an internal knowledge base detailing API interface contracts.
FDB-00605,Sprint-2023-W38,PRJ-008,,EMP-013,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for insightcrm-api repository. Currently taking > 15 minutes.
FDB-00606,Sprint-2022-W46,PRJ-003,,EMP-107,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Enforce standard code linter rules globally.
FDB-00607,Sprint-2021-W40,PRJ-005,,EMP-002,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for atlaspay-gateway repository. Currently taking > 15 minutes.
FDB-00608,Sprint-2023-W22,PRJ-025,ADR-0421,EMP-180,4,Regarding ADR-0421 (Introduce Kafka for decoupled communications in devops-ci-cd): The team found the design in ADR-0421 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0421.
FDB-00609,Sprint-2024-W13,PRJ-011,,EMP-220,1,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of cloudsync-daemon; it has too much technical debt.
FDB-00610,Sprint-2025-W43,PRJ-013,,EMP-243,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-00611,Sprint-2025-W15,PRJ-011,ADR-0129,EMP-080,3,"Regarding ADR-0129 (Use Kubernetes to deploy cloudsync-daemon to AWS): Implementing this decision on cloudsync-daemon was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0129.
FDB-00612,Sprint-2024-W33,PRJ-020,ADR-0441,EMP-093,3,Regarding ADR-0441 (Migrate platform-k8s-mesh frontend architecture to Vue.js): We hit some performance hiccups under load on platform-k8s-mesh after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0441.
FDB-00613,Sprint-2025-W03,PRJ-012,,EMP-058,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-00614,Sprint-2023-W36,PRJ-006,,EMP-233,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Refactor the billing module of atlaspay-ledger; it has too much technical debt.
FDB-00615,Sprint-2024-W33,PRJ-019,ADR-0318,EMP-036,4,Regarding ADR-0318 (Introduce AWS SQS for decoupled communications in fusionerp-frontend): We hit some performance hiccups under load on fusionerp-frontend after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0318.
FDB-00616,Sprint-2024-W17,PRJ-024,,EMP-156,1,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-00617,Sprint-2022-W26,PRJ-001,ADR-0257,EMP-221,3,"Regarding ADR-0257 (Introduce AWS SQS for decoupled communications in novacommerce-api): Implementing this decision on novacommerce-api was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0257.
FDB-00618,Sprint-2023-W12,PRJ-022,,EMP-005,4,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for platform-monitoring repository. Currently taking > 15 minutes.
FDB-00619,Sprint-2025-W07,PRJ-024,,EMP-152,5,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of security-scanner; it has too much technical debt.
FDB-00620,Sprint-2022-W20,PRJ-003,,EMP-149,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-00621,Sprint-2023-W18,PRJ-006,,EMP-248,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of atlaspay-ledger; it has too much technical debt.
FDB-00622,Sprint-2024-W45,PRJ-014,ADR-0067,EMP-115,2,Regarding ADR-0067 (Migrate visionai-inference frontend architecture to Vue.js): We hit some performance hiccups under load on visionai-inference after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0067.
FDB-00623,Sprint-2025-W29,PRJ-003,,EMP-003,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Enforce standard code linter rules globally.
FDB-00624,Sprint-2025-W45,PRJ-009,,EMP-188,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-00625,Sprint-2021-W20,PRJ-008,,EMP-221,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-00626,Sprint-2023-W42,PRJ-014,ADR-0395,EMP-128,4,"Regarding ADR-0395 (Migrate visionai-inference frontend architecture to Vue.js): Implementing this decision on visionai-inference was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0395.
FDB-00627,Sprint-2021-W02,PRJ-019,,EMP-130,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-00628,Sprint-2022-W50,PRJ-013,,EMP-096,4,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-00629,Sprint-2024-W07,PRJ-003,,EMP-144,1,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-00630,Sprint-2021-W24,PRJ-005,,EMP-016,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-00631,Sprint-2021-W38,PRJ-018,ADR-0286,EMP-217,2,"Regarding ADR-0286 (Implement Memcached cache layer for fusionerp-payroll): Implementing this decision on fusionerp-payroll was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0286.
FDB-00632,Sprint-2021-W34,PRJ-021,,EMP-165,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00633,Sprint-2025-W33,PRJ-007,,EMP-184,5,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-00634,Sprint-2021-W30,PRJ-001,ADR-0292,EMP-011,3,Regarding ADR-0292 (Adopt MySQL for novacommerce-api database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0292.
FDB-00635,Sprint-2024-W21,PRJ-008,,EMP-165,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-00636,Sprint-2022-W30,PRJ-010,ADR-0486,EMP-130,2,"Regarding ADR-0486 (Implement Memcached cache layer for insightcrm-analytics): Implementing this decision on insightcrm-analytics was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0486.
FDB-00637,Sprint-2021-W32,PRJ-022,,EMP-143,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of platform-monitoring; it has too much technical debt.
FDB-00638,Sprint-2024-W47,PRJ-019,,EMP-189,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-00639,Sprint-2022-W04,PRJ-020,,EMP-172,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of platform-k8s-mesh; it has too much technical debt.
FDB-00640,Sprint-2021-W38,PRJ-022,ADR-0020,EMP-042,2,Regarding ADR-0020 (Adopt Cassandra for platform-monitoring database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0020.
FDB-00641,Sprint-2024-W27,PRJ-023,,EMP-012,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for security-auth-proxy repository. Currently taking > 15 minutes.
FDB-00642,Sprint-2023-W28,PRJ-011,,EMP-111,5,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-00643,Sprint-2024-W07,PRJ-010,,EMP-246,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00644,Sprint-2024-W49,PRJ-008,,EMP-129,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00645,Sprint-2022-W38,PRJ-023,ADR-0477,EMP-174,1,Regarding ADR-0477 (Introduce Kafka for decoupled communications in security-auth-proxy): We hit some performance hiccups under load on security-auth-proxy after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0477.
FDB-00646,Sprint-2025-W19,PRJ-021,,EMP-061,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-00647,Sprint-2023-W34,PRJ-016,,EMP-132,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00648,Sprint-2025-W49,PRJ-012,,EMP-218,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-00649,Sprint-2024-W27,PRJ-015,ADR-0128,EMP-235,4,Regarding ADR-0128 (Migrate visionai-training frontend architecture to React / Next.js): We hit some performance hiccups under load on visionai-training after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0128.
FDB-00650,Sprint-2025-W49,PRJ-013,,EMP-088,1,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-00651,Sprint-2024-W11,PRJ-020,,EMP-050,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00652,Sprint-2021-W14,PRJ-020,,EMP-060,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00653,Sprint-2025-W03,PRJ-010,,EMP-053,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Refactor the billing module of insightcrm-analytics; it has too much technical debt.
FDB-00654,Sprint-2022-W48,PRJ-025,,EMP-024,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-00655,Sprint-2021-W00,PRJ-016,ADR-0112,EMP-154,3,Regarding ADR-0112 (Use Kubernetes to deploy visionai-pipeline to AWS): We hit some performance hiccups under load on visionai-pipeline after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0112.
